NAME,Crop,Year,AW,Total_Land ,TW
Riverside,Grain,1999,1.94,15760,30496.06061
Sutter,Grain,1999,1.25,15400,19283.58209
Lassen,Grain,2012,1.25,15327,19158.75
Lassen,Grain,2015,1.24,15009,18611.16
Sutter,Grain,2012,0.88,14929,13137.52
Lassen,Grain,2013,1.4,14887,20841.8
Lassen,Grain,2014,1.43,14865,21256.95
Merced,Grain,2004,1.98,14600,28858.15255
Colusa,Grain,2002,1.19,14239,16950.35177
Lassen,Grain,2011,0.609124200463907,14227,8666.01
Colusa,Grain,2001,0.85,14200,12049.09457
Riverside,Grain,2003,1.99,14060,27914.08148
Sutter,Grain,2000,0.93,14000,12955.22388
Glenn,Grain,2003,0.5,13682,6775.670864
Glenn,Grain,2000,0.68,13400,9172.32007
Riverside,Grain,2015,2.22,13370,29681.4
Colusa,Grain,2005,0.86,13351,11508.47448
Merced,Grain,2005,0.84,13200,11054.30553
Sacramento,Grain,2004,1.44,13003,18674.53575
Sutter,Grain,2015,1.02,12681,12934.62
Sacramento,Grain,2002,1.41,12540,17708.43686
Sacramento,Grain,2003,1.03,12337,12740.24562
Sutter,Grain,2013,1.04,12309,12801.36
Glenn,Grain,1999,0.77,12300,9486.478401
Riverside,Grain,2002,2.76,12280,33899.84904
Monterey,Grain,1998,0,12100,0
Sutter,Grain,2004,1.16,12050,13964.39444
Sacramento,Grain,2005,0.63,12046,7645.935104
Sacramento,Grain,2006,0.43,12012,5217.423076
Riverside,Grain,2001,1.65,11960,19739.58042
Lassen,Grain,2009,1.33,11928,15838.67263
Sutter,Grain,2005,0.58,11899,6925.796258
Colusa,Grain,2013,1.61,11765,18941.65
Merced,Grain,2010,0.97,11700,11355.51753
Riverside,Grain,2008,2.37,11620,27512.94563
Riverside,Grain,2014,3.2,11610,37152
Glenn,Grain,2008,1.13,11528,13050.34271
Sutter,Grain,2014,0.95,11451,10878.45
Riverside,Grain,2013,2.67,11390,30411.3
Lassen,Grain,2010,1.41,11321,15954.05746
Glenn,Grain,2002,1.23,11300,13887.57504
Madera,Grain,2010,1.03,11200,11496.15192
Colusa,Grain,1999,0.97,11100,10763.48684
Sacramento,Grain,2007,1.9,11083,21051.23198
Tulare,Grain,2009,2.47,10900,26884.99957
Riverside,Grain,2004,2.51,10400,26087.25753
Colusa,Grain,2000,0.85,10200,8718.703526
Lassen,Grain,2006,1.37,10020,13766.23713
Lassen,Grain,2007,1.7,10020,16997.52297
Lassen,Grain,2008,1.67,10006,16669.08088
Sacramento,Grain,1999,1.38,9800,13516.41791
Glenn,Grain,2006,0.11,9726,1021.452422
Madera,Grain,2002,1.71,9600,16372.99075
Merced,Grain,2006,1.11,9600,10672.12466
Colusa,Grain,2010,0.4,9586,3790.211444
Glenn,Grain,2012,1.11,9579,10632.69
Humboldt,Grain,2011,1.55690614136732,9493,14779.71
Humboldt,Grain,2012,1.78,9493,16897.54
Humboldt,Grain,2013,2,9493,18986
Humboldt,Grain,2014,2.18,9493,20694.74
Humboldt,Grain,2015,2.23,9493,21169.39
Colusa,Grain,2009,1.92,9336,17931.23812
Madera,Grain,1999,1.3,9300,12102.48447
Glenn,Grain,2004,0.98,9218,9056.372531
Glenn,Grain,2007,1.55,9190,14257.54445
Shasta,Grain,2011,0.440530362116992,8975,3953.76
Shasta,Grain,2015,1.17,8888,10398.96
Merced,Grain,2008,0,8700,0
Shasta,Grain,2014,0.86,8630,7421.8
Shasta,Grain,2012,0.73,8586,6267.78
Shasta,Grain,2013,1.08,8586,9272.88
Riverside,Grain,2012,2.3,8290,19067
Tehama,Grain,2006,0.09,8174,775.7147416
Riverside,Grain,2011,2.71,8030,21761.3
Butte,Grain,2001,0.67,7900,5303.604963
Lassen,Grain,2000,1.55,7900,12282.24007
Tehama,Grain,2005,0.72,7876,5676.763541
Riverside,Grain,2006,1.95,7860,15304.99313
Tehama,Grain,2004,0.92,7845,7216.343832
Colusa,Grain,2011,0.690182743767132,7661,5287.49
Riverside,Grain,2005,1.09,7580,8228.679369
Tehama,Grain,2008,1.14,7565,8613.016685
Tehama,Grain,2007,1.21,7539,9087.898044
Butte,Grain,1999,0.56,7500,4178.107291
Colusa,Grain,2012,1.1,7400,8140
Merced,Grain,2007,2.16,7400,15987.07429
Tehama,Grain,1998,0.13,7400,991.7483859
Glenn,Grain,2013,1.48,7304,10809.92
Shasta,Grain,2008,1.33,7192,9600.889878
Glenn,Grain,2005,0.72,6944,5033.120146
Monterey,Grain,2000,0.44,6800,3000
Yolo,Grain,2011,0.569071546422679,6667,3794
Yolo,Grain,2012,0.8,6667,5333.6
Yolo,Grain,2013,1.09,6667,7267.03
Yolo,Grain,2014,1.03,6667,6867.01
Yolo,Grain,2015,1.03,6667,6867.01
Lassen,Grain,2005,1.38,6529,9040.080075
San Joaquin,Grain,2010,0.72,6494,4671.759296
Riverside,Grain,2009,2.06,6400,13213.92503
Butte,Grain,2000,0.53,6200,3262.474849
Monterey,Grain,1999,0.62,6200,3819.047619
Stanislaus,Grain,2004,1.89,6200,11692.45299
Contra Costa,Grain,2015,0.83,6141,5097.03
Contra Costa,Grain,2013,1.15,6017,6919.55
Stanislaus,Grain,2002,1.57,6000,9442.46927
Lassen,Grain,2001,1.83,5900,10774.66887
Madera,Grain,2003,1.18,5900,6942.597388
Lassen,Grain,2002,1.61,5834,9365.51767
Riverside,Grain,2007,2.52,5820,14662.93929
Lassen,Grain,1998,0.94,5500,5190.37284
Santa Clara,Grain,2015,0.91,5457,4965.87
Santa Clara,Grain,2014,0.9,5442,4897.8
Lassen,Grain,2003,1.42,5326,7582.324361
Sacramento,Grain,1998,0.55,5100,2802.985075
Marin,Grain,2011,0.3,5053,1515.9
Contra Costa,Grain,1998,0.45,5000,2238.80597
San Benito,Grain,1998,0.33,5000,1647.619048
Santa Clara,Grain,2013,1.17,4932,5770.44
Shasta,Grain,2002,1.29,4902,6330.919072
Shasta,Grain,2001,1.35,4900,6634.083673
Santa Clara,Grain,2012,0.7,4868,3407.6
Shasta,Grain,2003,0.99,4865,4821.26895
Santa Clara,Grain,2011,0,4734,0
Madera,Grain,2005,0.75,4700,3514.138937
Butte,Grain,2012,0.81,4636,3755.16
Lassen,Grain,1999,1.45,4600,6691.879994
Shasta,Grain,1998,0.83,4600,3837.117117
Marin,Grain,2012,0.47,4561,2143.67
Butte,Grain,1998,0.14,4500,637.4804382
Shasta,Grain,2010,0.92,4328,3965.157655
Madera,Grain,2008,0,4300,0
San Benito,Grain,1999,0.66,4300,2838.095238
Stanislaus,Grain,2003,1.33,4300,5739.279862
Sacramento,Grain,2010,0.89,4298,3827.509384
Madera,Grain,2004,2.02,4200,8483.167024
Stanislaus,Grain,2005,0.83,4200,3474.738729
Marin,Grain,2015,0.83,4160,3452.8
Marin,Grain,2014,0.55,4012,2206.6
Contra Costa,Grain,2001,1.34,4000,5373.134328
Contra Costa,Grain,2014,0.8,3973,3178.4
Tehama,Grain,2015,1.56,3931,6132.36
San Benito,Grain,2000,0.82,3900,3214.285714
Tehama,Grain,2001,0.44,3900,1734.589041
Contra Costa,Grain,1999,1.19,3800,4537.313433
Shasta,Grain,2004,1.3,3776,4909.059088
Shasta,Grain,2005,1.06,3776,4019.997838
Santa Barbara,Grain,1998,0.5,3760,1895.730439
Santa Barbara,Grain,2000,1.32,3760,4953.75848
Butte,Grain,2015,1.42,3729,5295.18
Butte,Grain,2003,0.31,3702,1146.511093
Tehama,Grain,1999,0.56,3700,2056.464916
Lassen,Grain,2004,1.59,3693,5857.925261
Santa Barbara,Grain,1999,1.38,3680,5075.499774
Butte,Grain,2008,1.04,3672,3810.023418
Contra Costa,Grain,2006,1.1,3649,4026.000595
Marin,Grain,2013,0.77,3580,2756.6
Tehama,Grain,2003,0.26,3487,894.2831575
Contra Costa,Grain,2011,0.39,3450,1345.5
Butte,Grain,2010,0.15,3408,514.745706
Shasta,Grain,2006,1.11,3401,3775.686356
Los Angeles,Grain,2011,1.14,3400,3876
Los Angeles,Grain,2010,1.8,3360,6061.895789
Contra Costa,Grain,2004,1.9,3338,6357.292136
Contra Costa,Grain,2000,1.04,3300,3447.761194
Tehama,Grain,2013,1.56,3285,5124.6
Shasta,Grain,2007,1.24,3268,4056.092979
Yuba,Grain,2014,0.95,3257,3094.15
Los Angeles,Grain,2012,1.63,3240,5281.2
Contra Costa,Grain,2003,1.71,3231,5509.834055
Butte,Grain,2002,1.01,3220,3260.500453
Contra Costa,Grain,2002,1.72,3204,5513.196348
Yuba,Grain,2011,0.43,3204,1377.72
Madera,Grain,2007,2.2,3200,7027.220858
Butte,Grain,2009,0.99,3185,3157.869403
Santa Barbara,Grain,2008,1.67,3180,5320.500595
Sutter,Grain,2006,0.35,3135,1108.633933
Yuba,Grain,2015,0.96,3106,2981.76
Madera,Grain,2006,1.13,3100,3488.737648
Stanislaus,Grain,2006,1.1,3100,3422.768449
Tehama,Grain,2000,0.42,3100,1290.525114
Los Angeles,Grain,2014,2.26,3080,6960.8
Santa Barbara,Grain,2002,2.15,3080,6629.359507
Santa Barbara,Grain,2011,1.36,3020,4107.2
Tehama,Grain,2012,1.25,3008,3760
Santa Barbara,Grain,2012,1.6,3000,4800
Tehama,Grain,2002,1.03,2992,3080.507906
Los Angeles,Grain,2015,1.62,2980,4827.6
Santa Barbara,Grain,2001,1.25,2980,3729.199457
Santa Barbara,Grain,2013,2.19,2980,6526.2
Butte,Grain,2011,0.620353416358129,2971,1843.07
Santa Barbara,Grain,2003,1.41,2970,4192.519353
Lake,Grain,2015,1.09,2959,3225.31
Lake,Grain,2014,0.76,2952,2243.52
Glenn,Grain,2014,1.43,2932,4192.76
Santa Barbara,Grain,2007,2.15,2920,6268.231835
Placer,Grain,2010,1.09,2914,3183.300247
Santa Barbara,Grain,2005,1.24,2910,3601.945046
Santa Barbara,Grain,2006,1.29,2910,3750.370645
Santa Barbara,Grain,2014,2.25,2910,6547.5
Tehama,Grain,2011,0.61959112959113,2886,1788.14
Los Angeles,Grain,2013,0,2800,0
Santa Barbara,Grain,2015,1.93,2800,5404
Tehama,Grain,2014,1.48,2777,4109.96
Santa Barbara,Grain,2004,1.98,2770,5481.796917
San Bernardino,Grain,1998,1.33,2760,3672.325058
Contra Costa,Grain,2005,0.66,2759,1818.344321
Butte,Grain,2007,1.15,2750,3161.358453
Glenn,Grain,2015,1.43,2680,3832.4
Sonoma,Grain,2012,0.83,2672,2217.76
Contra Costa,Grain,2012,1.16,2656,3080.96
Monterey,Grain,2001,0.67,2600,1747.619048
San Bernardino,Grain,1999,2.01,2600,5222.805355
Yuba,Grain,2012,0.85,2585,2197.25
San Bernardino,Grain,2003,1.49,2540,3786.714904
Butte,Grain,2013,1.4,2516,3522.4
San Bernardino,Grain,2001,1.97,2510,4946.654192
San Bernardino,Grain,2002,2.59,2500,6474.131856
Shasta,Grain,2000,0.8,2500,1992.689257
San Bernardino,Grain,2000,2.39,2480,5919.986861
Sonoma,Grain,2011,0.36,2471,889.56
San Luis Obispo,Grain,1998,0.37,2340,862.9647436
Butte,Grain,2006,0.09,2320,210.8859722
Del Norte,Grain,2015,1.74,2319,4035.06
Del Norte,Grain,2014,1.6,2267,3627.2
Yuba,Grain,2013,0.94,2256,2120.64
Contra Costa,Grain,2007,2.44,2190,5349.406483
Sonoma,Grain,2013,1.05,2154,2261.7
Contra Costa,Grain,2010,1.76,2100,3687.201939
San Luis Obispo,Grain,2001,0.97,2100,2033.285256
San Luis Obispo,Grain,2000,1.08,2040,2205.865385
Glenn,Grain,2009,1.23,2026,2499.217576
San Luis Obispo,Grain,2002,1.67,2020,3380.268937
Yuba,Grain,2008,1.6,1981,3165.579466
Contra Costa,Grain,2008,2,1935,3872.27825
Los Angeles,Grain,1998,1.07,1930,2055.454545
Los Angeles,Grain,1999,2.15,1930,4155.909091
Los Angeles,Grain,2000,2.49,1930,4796.060606
Los Angeles,Grain,2002,2.49,1930,4801.450742
Los Angeles,Grain,2003,1.92,1930,3713.054409
Los Angeles,Grain,2006,1.98,1880,3716.453864
San Bernardino,Grain,2013,2.79,1880,5245.2
Placer,Grain,2008,1.37,1867,2556.66109
San Luis Obispo,Grain,2003,1.06,1860,1970.795147
Los Angeles,Grain,2008,2.28,1840,4187.323209
Sonoma,Grain,2014,1.13,1832,2070.16
Glenn,Grain,2010,0.33,1820,594.0338814
Mendocino,Grain,2011,0.26,1818,472.68
Mendocino,Grain,2012,0.3,1818,545.4
Mendocino,Grain,2013,0.57,1818,1036.26
Mendocino,Grain,2014,0.55,1818,999.9
Mendocino,Grain,2015,0.6,1818,1090.8
Contra Costa,Grain,2009,1.38,1803,2488.194208
San Luis Obispo,Grain,2004,1.49,1800,2689.494107
San Luis Obispo,Grain,2008,1.51,1790,2695.943032
San Luis Obispo,Grain,2005,0.75,1780,1333.724189
Sonoma,Grain,2015,1.34,1764,2363.76
San Luis Obispo,Grain,2006,0.81,1760,1427.702216
San Benito,Grain,2001,0.83,1700,1404.761905
San Luis Obispo,Grain,2007,1.84,1690,3102.937807
Placer,Grain,2011,0.5,1688,844
San Bernardino,Grain,2011,1.71,1680,2872.8
San Bernardino,Grain,2012,2.09,1660,3469.4
San Luis Obispo,Grain,2011,0.89,1660,1477.4
Yuba,Grain,2007,1.62,1645,2668.184599
San Luis Obispo,Grain,2012,1.67,1630,2722.1
Stanislaus,Grain,2008,0,1600,0
Stanislaus,Grain,2010,0.93,1600,1485.617916
San Bernardino,Grain,2015,2.1,1580,3318
San Luis Obispo,Grain,1999,1.15,1500,1728.653846
San Bernardino,Grain,2014,3.04,1480,4499.2
Placer,Grain,2004,1.26,1476,1864.347203
Plumas,Grain,2011,0.419910406616127,1451,609.29
Plumas,Grain,2012,0.66,1451,957.66
Plumas,Grain,2013,0.98,1451,1421.98
Plumas,Grain,2014,0.88,1451,1276.88
Yuba,Grain,2009,1.06,1447,1530.796418
Placer,Grain,2006,0.22,1437,322.5753349
Los Angeles,Grain,2007,2.69,1420,3822.549727
Monterey,Grain,2004,1.14,1400,1597.09523
Sonoma,Grain,1999,0.67,1400,933.3333333
San Bernardino,Grain,2007,2.7,1380,3726.812798
San Bernardino,Grain,2008,2.24,1380,3085.852689
Placer,Grain,2003,0.91,1379,1261.319295
Plumas,Grain,2015,0.89,1378,1226.42
San Bernardino,Grain,2006,2.01,1360,2731.529046
San Luis Obispo,Grain,2013,2.69,1360,3658.4
Humboldt,Grain,2008,0.59,1352,803.1964579
Humboldt,Grain,2009,0.42,1352,566.6804294
Humboldt,Grain,2010,0.17,1352,236.1546626
Butte,Grain,2005,0.68,1334,901.7477077
San Bernardino,Grain,2005,0.93,1320,1226.725386
Monterey,Grain,2005,0.23,1300,293.9096771
Monterey,Grain,2007,1.61,1300,2092.440864
Monterey,Grain,2008,0,1300,0
Monterey,Grain,2010,0.56,1300,727.1895127
Stanislaus,Grain,2007,2.2,1300,2865.790732
Placer,Grain,2012,0.76,1285,976.6
Humboldt,Grain,2007,0.49,1284,622.8760734
Butte,Grain,2014,1.1,1208,1328.8
Lake,Grain,1998,0.14,1200,171.4285714
Los Angeles,Grain,2005,1.1,1200,1318.283195
Monterey,Grain,2006,0.36,1200,435.9181764
Monterey,Grain,2011,0.89,1200,1068
Monterey,Grain,2015,1.37,1200,1644
Placer,Grain,1998,0.45,1200,537.3134328
Placer,Grain,1999,1.18,1200,1417.910448
Placer,Grain,2000,0.9,1200,1074.626866
Placer,Grain,2001,1.34,1200,1611.940299
San Diego,Grain,2001,1.09,1200,1309.090909
Yuba,Grain,2006,0.34,1177,405.5106732
Humboldt,Grain,2006,0.54,1166,626.0224466
Placer,Grain,2002,1.19,1165,1388.622094
Plumas,Grain,2006,1.48,1140,1683.518543
San Luis Obispo,Grain,2014,2.15,1120,2408
San Luis Obispo,Grain,2015,1.52,1120,1702.4
Colusa,Grain,2014,1.66,1108,1839.28
Los Angeles,Grain,2004,2.38,1100,2613.816169
Shasta,Grain,1999,0.88,1100,964.146668
San Bernardino,Grain,2004,2.11,1040,2191.938963
Colusa,Grain,2015,1.64,957,1569.48
Amador,Grain,2007,0.44,942,412.1328531
Plumas,Grain,2003,1.28,903,1155.786474
Monterey,Grain,2003,1.07,900,967.1111536
Plumas,Grain,2007,1.45,871,1261.464997
Alameda,Grain,2005,0.67,864.4042458,576.1060398
Lake,Grain,2011,0.576098130841122,856,493.14
Sierra,Grain,2011,0.456927639383155,843,385.19
Sierra,Grain,2012,0.97,843,817.71
Sierra,Grain,2013,1.21,843,1020.03
Sierra,Grain,2014,1.16,843,977.88
Kern,Grain,2011,1.34,840,1125.6
Lake,Grain,1999,0.13,800,100
Monterey,Grain,2014,1.27,800,1016
Santa Clara,Grain,2001,0.67,800,537.3134328
Yuba,Grain,1999,1.19,800,955.2238806
Placer,Grain,2013,1.06,792,839.52
Kern,Grain,2012,2.1,760,1596
Amador,Grain,2010,0.15,758,115.5808431
Lake,Grain,2013,1.1,757,832.7
Tehama,Grain,2010,0.24,742,178.6145345
Plumas,Grain,2010,1.33,726,967.8989562
Amador,Grain,2006,0.12,720,84.42371752
Amador,Grain,2009,0.3,709,213.5508
Lake,Grain,2012,0.67,703,471.01
Ventura,Grain,2002,1.93,700,1349.292282
Yuba,Grain,1998,0.6,700,417.9104478
Kern,Grain,2013,2,680,1360
Ventura,Grain,2003,1.16,660,766.735274
Ventura,Grain,2004,1.55,660,1024.227377
Amador,Grain,2005,0.06,648,40.82365477
Amador,Grain,2008,0.78,646,506.3964805
Kern,Grain,2014,2.32,640,1484.8
Santa Clara,Grain,2005,0.13,639,84.28369506
Sonoma,Grain,2002,0.63,628,393.0085607
Ventura,Grain,2005,0.69,620,428.1755211
Santa Clara,Grain,2003,0.56,603,339.0930608
Alameda,Grain,1998,0.26,600,156.9029851
Amador,Grain,1998,0.13,600,80
Los Angeles,Grain,2001,1.94,600,1166.666667
San Diego,Grain,1998,0.36,600,218.1818182
San Diego,Grain,1999,1.64,600,981.8181818
San Diego,Grain,2000,1.64,600,981.8181818
Ventura,Grain,2006,1.01,600,604.7731005
Ventura,Grain,2007,1.75,600,1047.367241
Ventura,Grain,2008,1.55,600,927.324127
Ventura,Grain,2012,1.52,600,912
Yuba,Grain,2000,1.19,600,716.4179104
Placer,Grain,2007,1.94,590,1145.245984
Alameda,Grain,2010,1.23,588,721.5560617
Amador,Grain,2002,0.41,580,235.2647726
Ventura,Grain,1999,0.78,580,454.5454545
Ventura,Grain,2011,2.94,580,1705.2
Santa Clara,Grain,2008,0.84,570,478.5797339
Santa Clara,Grain,2004,0.88,552,486.6720543
Ventura,Grain,2009,1.69,550,928.6407734
Amador,Grain,2004,0.55,545,298.1842421
Butte,Grain,2004,1.02,545,554.4210711
Santa Clara,Grain,2002,0.79,536,421.2475797
Sonoma,Grain,2003,0.32,517,163.8026922
Plumas,Grain,2008,1.61,509,821.7675713
Placer,Grain,2015,1.17,507,593.19
Plumas,Grain,2004,1.47,503,741.6673363
Plumas,Grain,2005,1.25,503,630.9555496
Humboldt,Grain,2002,0.53,502,267.2062283
Humboldt,Grain,2003,0.54,502,272.4525508
Humboldt,Grain,2004,0.52,502,261.8155307
Humboldt,Grain,2005,0.23,502,114.4233027
Amador,Grain,1999,0.13,500,66.66666667
Amador,Grain,2000,0.4,500,200
Amador,Grain,2001,0.53,500,266.6666667
Humboldt,Grain,1999,0.41,500,205.1282051
Humboldt,Grain,2000,0.41,500,205.1282051
Humboldt,Grain,2001,0.54,500,269.2307692
Lake,Grain,2000,0.43,500,214.2857143
Monterey,Grain,2012,1.06,500,530
Plumas,Grain,1998,1.07,500,533.3333333
Plumas,Grain,1999,1.33,500,666.6666667
Plumas,Grain,2000,1.33,500,666.6666667
Plumas,Grain,2001,1.47,500,733.3333333
San Diego,Grain,2002,2.37,500,1184.083463
Santa Clara,Grain,1998,0.3,500,149.2537313
Santa Clara,Grain,2000,0.81,500,402.9850746
Plumas,Grain,2002,1.51,475,719.052379
Lake,Grain,2009,0.73,471,341.939775
Amador,Grain,2003,0.53,470,248.812475
Ventura,Grain,2013,0,460,0
Ventura,Grain,2014,2.37,460,1090.2
Sutter,Grain,2009,1.17,459,535.5851655
Placer,Grain,2014,0.92,443,407.56
Yuba,Grain,2005,0.86,432,373.4226342
Sonoma,Grain,2005,0.21,417,85.93143159
Lake,Grain,2008,1.05,415,435.4564938
Ventura,Grain,2015,1.67,410,684.7
Humboldt,Grain,1998,0.32,400,128.2051282
Monterey,Grain,2002,1.49,400,596.7433749
Santa Clara,Grain,1999,0.6,400,238.8059701
Sierra,Grain,2000,2.75,400,1100
Sierra,Grain,2001,3.5,400,1400
Lake,Grain,2010,0.4,369,148.4749322
San Mateo,Grain,2012,0.25,361,90.25
San Mateo,Grain,2011,0.49,357,174.93
Alameda,Grain,2006,1.04,351,365.1588869
Alameda,Grain,2008,1.57,351,552.6051643
Alameda,Grain,2009,1.1,351,387.2501996
Sonoma,Grain,2007,0.62,350,217.9554406
Alameda,Grain,2007,1.78,344,612.0094433
Placer,Grain,2005,0.85,332,280.9441147
Lake,Grain,2006,0.08,326,27.55126555
Lake,Grain,2007,0.82,326,268.4294899
Calaveras,Grain,2009,0.82,300,245.1380552
Calaveras,Grain,2010,0.26,300,77.61034805
Del Norte,Grain,2000,0.3,300,89.74358974
Madera,Grain,2009,1.96,300,587.1459305
San Benito,Grain,2002,0.95,300,286.25
San Benito,Grain,2003,0.64,300,190.7549052
San Benito,Grain,2004,0.65,300,196.2038139
San Diego,Grain,2003,1.28,300,384.1551724
Sonoma,Grain,1998,0.31,300,93.33333333
Sonoma,Grain,2000,0.31,300,93.33333333
Sonoma,Grain,2001,0.67,300,200
Marin,Grain,2002,0.41,281,114.7091782
Marin,Grain,2003,0.19,281,53.08819213
San Bernardino,Grain,2009,2.08,280,582.7205402
Mono,Grain,2004,2.45,279,683.8412353
Sonoma,Grain,2006,0.1,272,27.59927319
Sonoma,Grain,2008,0.91,264,239.1347096
Kern,Grain,2015,2.05,260,533
Mono,Grain,2005,1.97,259,509.5894369
Sonoma,Grain,2004,0.82,254,208.6738255
Yuba,Grain,2004,1.39,246,341.1973723
Santa Clara,Grain,2006,0.13,240,30.74501058
Sierra,Grain,2015,0.95,230,218.5
Calaveras,Grain,2011,0.49,224,109.76
Del Norte,Grain,2011,0.760144230769231,208,158.11
Del Norte,Grain,2012,1.27,208,264.16
Yuba,Grain,2003,0.93,203,188.3873955
San Mateo,Grain,2013,0.75,201,150.75
Santa Clara,Grain,2007,1.16,201,233.0945623
Alameda,Grain,1999,0.65,200,129.4776119
Alameda,Grain,2000,0.78,200,156.9029851
Alameda,Grain,2001,0.93,200,186.7537313
Calaveras,Grain,2006,0.24,200,48.43958389
Calaveras,Grain,2007,1.14,200,228.0916844
Calaveras,Grain,2008,1.36,200,272.6666667
Del Norte,Grain,2001,0.26,200,51.28205128
Marin,Grain,2000,0.4,200,80
Marin,Grain,2001,0.53,200,106.6666667
Mendocino,Grain,1998,0.14,200,28.57142857
Mendocino,Grain,1999,0.14,200,28.57142857
Mendocino,Grain,2000,0.29,200,57.14285714
Mendocino,Grain,2001,0.14,200,28.57142857
Monterey,Grain,2013,1.64,200,328
San Benito,Grain,2005,0.08,200,16.11611612
Santa Cruz,Grain,1998,0,200,0
Trinity,Grain,2006,1.77,184,325.049863
Trinity,Grain,2007,1.75,184,321.7731507
Trinity,Grain,2008,1.89,184,348.2136986
Del Norte,Grain,2013,1.7,177,300.9
Yuba,Grain,2002,1.21,170,205.0552074
Calaveras,Grain,2012,0.75,167,125.25
Calaveras,Grain,2013,1.06,167,177.02
Napa,Grain,2008,0.93,157,146.3896294
Mendocino,Grain,2002,0.28,150,41.95114984
Mendocino,Grain,2003,0.14,150,21.58458244
Mendocino,Grain,2004,0.52,150,77.64453961
Mendocino,Grain,2005,0.09,150,13.23907455
Alameda,Grain,2002,0.89,149,132.7638804
Mono,Grain,2006,1.93,140,270.4625
Orange,Grain,1998,0.94,140,131.25
Orange,Grain,2000,1.72,140,240.625
San Diego,Grain,2013,0,140,0
San Diego,Grain,2014,2.66,140,372.4
San Diego,Grain,2015,1.88,140,263.2
Mendocino,Grain,2006,0.12,138,15.88167527
Mendocino,Grain,2007,0.26,138,35.42262857
Mendocino,Grain,2008,0.42,138,58.12866667
Mendocino,Grain,2010,0.14,138,18.68914286
Del Norte,Grain,2002,0.4,128,50.83912319
Del Norte,Grain,2007,0.25,125,31.74092633
Del Norte,Grain,2003,0.49,124,60.87218209
Del Norte,Grain,2004,0.55,124,68.62035914
Del Norte,Grain,2005,0.22,124,27.83196616
Del Norte,Grain,2009,0.46,120,55.77464789
Orange,Grain,2001,1.25,120,150
Orange,Grain,2002,1.2,120,144.2024684
San Diego,Grain,2006,1.7,120,203.925
San Diego,Grain,2007,2.02,120,242.0815752
San Diego,Grain,2008,1.38,120,165.5928761
San Diego,Grain,2011,3.06,120,367.2
San Diego,Grain,2012,1.15,120,138
Del Norte,Grain,2010,0.11,119,12.67054999
Mono,Grain,2002,2.71,119,322.5526316
Mono,Grain,2003,2.56,119,304.4938596
San Mateo,Grain,2014,0.63,117,73.71
Del Norte,Grain,2008,0.55,115,63.25155447
Trinity,Grain,2002,1.83,114,208.6613668
Alameda,Grain,2003,0.78,113,88.2042413
Calaveras,Grain,2014,0.93,112,104.16
Calaveras,Grain,2015,1.17,112,131.04
Trinity,Grain,2004,1.84,109,200.3503846
Trinity,Grain,2005,1.33,109,144.774359
Napa,Grain,2010,1.78,108,192.2463343
Napa,Grain,2011,0.58,108,62.64
Napa,Grain,2012,0.28,108,30.24
Napa,Grain,2013,0.92,108,99.36
Napa,Grain,2014,0.9,108,97.2
Napa,Grain,2015,0.94,108,101.52
Trinity,Grain,2003,1.72,105,180.1288462
Calaveras,Grain,1998,0.13,100,13.33333333
Calaveras,Grain,2001,0.53,100,53.33333333
Del Norte,Grain,1998,0.38,100,38.46153846
Del Norte,Grain,1999,0.38,100,38.46153846
Marin,Grain,1999,0.13,100,13.33333333
Marin,Grain,2010,0.08,100,8.317781925
Mono,Grain,2007,2.61,100,260.6875
Mono,Grain,2008,2.3,100,229.9375
Mono,Grain,2010,2.15,100,215.09375
Mono,Grain,2011,1.85,100,185
Mono,Grain,2012,2.08,100,208
Orange,Grain,1999,0,100,0
Orange,Grain,2003,1.05,100,104.7202251
San Benito,Grain,2006,0.21,100,20.6931023
San Benito,Grain,2007,1.26,100,126.2710452
San Benito,Grain,2008,0,100,0
San Diego,Grain,2005,0.82,100,81.76847368
Santa Cruz,Grain,2002,0.56,100,56.15908181
Sierra,Grain,1998,2.5,100,250
Sierra,Grain,1999,2.5,100,250
Trinity,Grain,1998,1.54,100,153.8461538
Trinity,Grain,1999,1.79,100,179.4871795
Trinity,Grain,2000,1.67,100,166.6666667
Trinity,Grain,2001,1.67,100,166.6666667
Yuba,Grain,2001,1.34,100,134.3283582
Del Norte,Grain,2006,0.3,97,29.49546255
Sierra,Grain,2003,2.81,97,273.0065
Alameda,Grain,2004,0.94,94,88.03484083
Marin,Grain,2006,0.09,94,8.923733333
Sierra,Grain,2004,2.96,91,269.542
Sierra,Grain,2005,2.61,91,237.8372907
Sierra,Grain,2006,2.93,91,266.56175
Sierra,Grain,2007,3.36,91,305.3505
San Mateo,Grain,2015,0.52,83,43.16
Sierra,Grain,2008,3.47,78,270.7965
Lake,Grain,2004,0.74,68,50.30099407
Lake,Grain,2005,0.11,68,7.403102896
Lake,Grain,2002,0.95,66,62.44736458
Lake,Grain,2003,0.27,66,17.54875879
Ventura,Grain,1998,0.45,60,27.27272727
Ventura,Grain,2000,1.21,60,72.72727273
Ventura,Grain,2001,0.91,60,54.54545455
Sierra,Grain,2002,3.11,58,180.5105
Orange,Grain,2004,1.27,50,63.609375
Orange,Grain,2005,0.75,50,37.26184853
