NAME,Crop,Year,AW,Total_Land ,TW
Mendocino,Citrus & Subtropical,2010,1.81,101,182.9341966
Santa Clara,Citrus & Subtropical,2015,2.54,101,256.54
Colusa,Citrus & Subtropical,1998,1.49,100,149.4252874
Colusa,Citrus & Subtropical,1999,2.86,100,285.7142857
Colusa,Citrus & Subtropical,2000,2.5,100,250
Colusa,Citrus & Subtropical,2001,2.59,100,258.8235294
El Dorado,Citrus & Subtropical,1998,1.81,100,180.5555556
El Dorado,Citrus & Subtropical,1999,2.92,100,291.6666667
El Dorado,Citrus & Subtropical,2000,2.64,100,263.8888889
El Dorado,Citrus & Subtropical,2001,3.06,100,305.5555556
Marin,Citrus & Subtropical,1998,2.03,100,202.7027027
Marin,Citrus & Subtropical,1999,2.43,100,243.2432432
Marin,Citrus & Subtropical,2000,2.16,100,216.2162162
Marin,Citrus & Subtropical,2001,2.57,100,256.7567568
Merced,Citrus & Subtropical,2003,3.21,100,321.1950395
Merced,Citrus & Subtropical,2004,3.73,100,372.6094916
Merced,Citrus & Subtropical,2005,2.72,100,272.1830986
Merced,Citrus & Subtropical,2006,3.03,100,303.1263202
Merced,Citrus & Subtropical,2007,3.72,100,371.8309859
Merced,Citrus & Subtropical,2008,0,100,0
Merced,Citrus & Subtropical,2010,2.77,100,277.3521127
Merced,Citrus & Subtropical,2012,3.79,100,379
Merced,Citrus & Subtropical,2013,3.83,100,383
Modoc,Citrus & Subtropical,2009,0,100,0
Placer,Citrus & Subtropical,1998,2.22,100,222.2222222
Placer,Citrus & Subtropical,2001,3.33,100,333.3333333
San Benito,Citrus & Subtropical,2011,2.11,100,211
San Benito,Citrus & Subtropical,2012,2.57,100,257
San Benito,Citrus & Subtropical,2013,2.99,100,299
San Benito,Citrus & Subtropical,2014,2.73,100,273
San Benito,Citrus & Subtropical,2015,2.3,100,230
Santa Clara,Citrus & Subtropical,2013,2.68,100,268
Santa Cruz,Citrus & Subtropical,2002,1.55,100,155.1806024
Santa Cruz,Citrus & Subtropical,2003,1.47,100,146.8324378
Solano,Citrus & Subtropical,1998,2.16,100,216.2162162
Solano,Citrus & Subtropical,2000,2.43,100,243.2432432
Solano,Citrus & Subtropical,2001,3.11,100,310.8108108
Sonoma,Citrus & Subtropical,1998,1.62,100,162.1621622
Sonoma,Citrus & Subtropical,1999,2.43,100,243.2432432
Sonoma,Citrus & Subtropical,2000,2.16,100,216.2162162
Sonoma,Citrus & Subtropical,2001,2.57,100,256.7567568
Santa Clara,Citrus & Subtropical,2012,2.25,99,222.75
Marin,Citrus & Subtropical,2011,2.11,98,206.78
Marin,Citrus & Subtropical,2012,1.76,98,172.48
Marin,Citrus & Subtropical,2013,1.99,98,195.02
Marin,Citrus & Subtropical,2014,1.9,98,186.2
Marin,Citrus & Subtropical,2015,1.97,98,193.06
Santa Clara,Citrus & Subtropical,2011,1.84,95,174.8
Contra Costa,Citrus & Subtropical,2009,3.3,86,283.3819444
Mendocino,Citrus & Subtropical,2008,2.61,85,222.1298914
Sacramento,Citrus & Subtropical,2014,3.49,85,296.65
Sacramento,Citrus & Subtropical,2015,3.42,84,287.28
Mendocino,Citrus & Subtropical,2007,2.66,83,220.5239523
Alameda,Citrus & Subtropical,2011,1.84,73,134.32
El Dorado,Citrus & Subtropical,2002,3.13,73,228.7130556
El Dorado,Citrus & Subtropical,2003,2.47,73,179.9855556
El Dorado,Citrus & Subtropical,2004,3.52,73,256.8383333
El Dorado,Citrus & Subtropical,2005,2.11,73,154.12125
Colusa,Citrus & Subtropical,2002,2.72,72,195.6857143
El Dorado,Citrus & Subtropical,2010,1.28,56,71.4528
El Dorado,Citrus & Subtropical,2013,3.13,54,169.02
El Dorado,Citrus & Subtropical,2011,2.13,52,110.76
El Dorado,Citrus & Subtropical,2012,3,52,156
El Dorado,Citrus & Subtropical,2014,3.32,52,172.64
El Dorado,Citrus & Subtropical,2015,3.22,52,167.44
Lake,Citrus & Subtropical,2014,2.5,52,130
Lake,Citrus & Subtropical,2015,2.48,52,128.96
El Dorado,Citrus & Subtropical,2006,2.73,51,139.1819199
El Dorado,Citrus & Subtropical,2007,2.29,51,116.5548252
Alameda,Citrus & Subtropical,2004,3.76,50,188.1764706
Alameda,Citrus & Subtropical,2012,2.28,45,102.6
El Dorado,Citrus & Subtropical,2009,2.06,44,90.6136
San Mateo,Citrus & Subtropical,2015,2.06,43,88.58
San Mateo,Citrus & Subtropical,2011,2.09,42,87.78
Shasta,Citrus & Subtropical,2009,2.21,42,92.68781704
San Mateo,Citrus & Subtropical,2012,2.04,41,83.64
San Mateo,Citrus & Subtropical,2014,2.33,41,95.53
Inyo,Citrus & Subtropical,1999,5.24,40,209.6987654
Inyo,Citrus & Subtropical,2000,5.67,40,226.6666667
Inyo,Citrus & Subtropical,2001,5.19,40,207.4901961
Inyo,Citrus & Subtropical,2002,6.74,40,269.7971184
Inyo,Citrus & Subtropical,2003,6.25,40,249.8484982
Inyo,Citrus & Subtropical,2004,6.42,40,256.6751648
Inyo,Citrus & Subtropical,2005,5.43,40,217.2182304
Inyo,Citrus & Subtropical,2006,6.36,40,254.337094
Inyo,Citrus & Subtropical,2007,6.24,40,249.6859585
Nevada,Citrus & Subtropical,2009,0,40,0
San Mateo,Citrus & Subtropical,2013,2.06,40,82.4
Lake,Citrus & Subtropical,2013,2.6,35,91
Mendocino,Citrus & Subtropical,2005,1.51,35,52.77692813
Lake,Citrus & Subtropical,2010,2.69,32,85.92
Lake,Citrus & Subtropical,2012,1.84,32,58.88
Sacramento,Citrus & Subtropical,2013,3.31,32,105.92
Alameda,Citrus & Subtropical,2013,2.37,30,71.1
Inyo,Citrus & Subtropical,1998,4.54,30,136.3076923
Inyo,Citrus & Subtropical,2008,6.62,30,198.7357998
Inyo,Citrus & Subtropical,2009,6.3,30,188.967326
Sacramento,Citrus & Subtropical,2011,2.64,29,76.56
Sacramento,Citrus & Subtropical,2012,3.42,29,99.18
El Dorado,Citrus & Subtropical,2008,2.73,28,76.3674
Sutter,Citrus & Subtropical,2010,3,22,65.90849644
Amador,Citrus & Subtropical,2014,2.99,20,59.8
Amador,Citrus & Subtropical,2015,2.78,20,55.6
Inyo,Citrus & Subtropical,2010,6.11,20,122.2923565
Inyo,Citrus & Subtropical,2011,9.05,20,181
Inyo,Citrus & Subtropical,2012,9.52,20,190.4
Inyo,Citrus & Subtropical,2013,4.73,20,94.6
Inyo,Citrus & Subtropical,2014,11.92,20,238.4
Inyo,Citrus & Subtropical,2015,9.49,20,189.8
Lake,Citrus & Subtropical,2011,2.015,20,40.3
Siskiyou,Citrus & Subtropical,2010,0,20,0
San Joaquin,Citrus & Subtropical,2007,4.42,19,84.030303
Amador,Citrus & Subtropical,2011,2.09,17,35.53
Amador,Citrus & Subtropical,2012,2.59,17,44.03
Amador,Citrus & Subtropical,2013,2.95,17,50.15
Colusa,Citrus & Subtropical,2005,1.92,17,32.70445725
Colusa,Citrus & Subtropical,2003,1.95,16,31.14332476
Colusa,Citrus & Subtropical,2004,2.97,16,47.52672077
Colusa,Citrus & Subtropical,2007,2.98,15,44.63315697
Colusa,Citrus & Subtropical,2006,2.03,14,28.4068714
Yuba,Citrus & Subtropical,2010,2.67,14,37.38666096
Alameda,Citrus & Subtropical,2014,2.27,11,24.97
Amador,Citrus & Subtropical,2009,3,11,32.98167939
Lake,Citrus & Subtropical,2006,2.73,11,30.01810811
Lake,Citrus & Subtropical,2007,2.94,11,32.30441832
Lake,Citrus & Subtropical,2008,2.98,11,32.79337838
Lake,Citrus & Subtropical,2009,3.15,11,34.66147386
Amador,Citrus & Subtropical,2008,3.42,10,34.19027778
Humboldt,Citrus & Subtropical,2002,0.8,8,6.370572602
San Mateo,Citrus & Subtropical,2002,1.25,8,9.966419753
San Mateo,Citrus & Subtropical,2003,1.43,8,11.41530864
San Mateo,Citrus & Subtropical,2004,1.39,8,11.11660079
San Mateo,Citrus & Subtropical,2005,0.83,8,6.658599827
San Mateo,Citrus & Subtropical,2006,1.26,8,10.0908642
San Mateo,Citrus & Subtropical,2007,1.36,8,10.89597233
Tuolumne,Citrus & Subtropical,2011,2.47,7,17.29
Tuolumne,Citrus & Subtropical,2012,3.12,7,21.84
Tuolumne,Citrus & Subtropical,2013,3.03,7,21.21
Tuolumne,Citrus & Subtropical,2014,3.15,7,22.05
Tuolumne,Citrus & Subtropical,2015,3.2,7,22.4
Alameda,Citrus & Subtropical,1998,0,0,0
Alameda,Citrus & Subtropical,1999,0,0,0
Alameda,Citrus & Subtropical,2000,0,0,0
Alameda,Citrus & Subtropical,2001,0,0,0
Alameda,Citrus & Subtropical,2002,0,0,0
Alameda,Citrus & Subtropical,2003,0,0,0
Alpine,Citrus & Subtropical,1998,0,0,0
Alpine,Citrus & Subtropical,1999,0,0,0
Alpine,Citrus & Subtropical,2000,0,0,0
Alpine,Citrus & Subtropical,2001,0,0,0
Alpine,Citrus & Subtropical,2002,0,0,0
Alpine,Citrus & Subtropical,2003,0,0,0
Alpine,Citrus & Subtropical,2004,0,0,0
Alpine,Citrus & Subtropical,2005,0,0,0
Alpine,Citrus & Subtropical,2006,0,0,0
Alpine,Citrus & Subtropical,2007,0,0,0
Alpine,Citrus & Subtropical,2008,0,0,0
Alpine,Citrus & Subtropical,2009,0,0,0
Alpine,Citrus & Subtropical,2010,0,0,0
Alpine,Citrus & Subtropical,2011,0,0,0
Alpine,Citrus & Subtropical,2012,0,0,0
Alpine,Citrus & Subtropical,2013,0,0,0
Alpine,Citrus & Subtropical,2014,0,0,0
Alpine,Citrus & Subtropical,2015,0,0,0
Amador,Citrus & Subtropical,1998,0,0,0
Amador,Citrus & Subtropical,1999,0,0,0
Amador,Citrus & Subtropical,2000,0,0,0
Amador,Citrus & Subtropical,2001,0,0,0
Amador,Citrus & Subtropical,2002,0,0,0
Amador,Citrus & Subtropical,2003,0,0,0
Amador,Citrus & Subtropical,2004,0,0,0
Amador,Citrus & Subtropical,2005,0,0,0
Amador,Citrus & Subtropical,2006,0,0,0
Amador,Citrus & Subtropical,2007,0,0,0
Amador,Citrus & Subtropical,2010,0,0,0
Butte,Citrus & Subtropical,2004,3.04,0,0
Colusa,Citrus & Subtropical,2011,0,0,0
Colusa,Citrus & Subtropical,2012,0,0,0
Colusa,Citrus & Subtropical,2013,0,0,0
Colusa,Citrus & Subtropical,2015,0,0,0
Contra Costa,Citrus & Subtropical,1998,0,0,0
Contra Costa,Citrus & Subtropical,1999,0,0,0
Contra Costa,Citrus & Subtropical,2000,0,0,0
Contra Costa,Citrus & Subtropical,2001,0,0,0
Contra Costa,Citrus & Subtropical,2002,0,0,0
Contra Costa,Citrus & Subtropical,2003,0,0,0
Contra Costa,Citrus & Subtropical,2004,0,0,0
Contra Costa,Citrus & Subtropical,2005,0,0,0
Contra Costa,Citrus & Subtropical,2006,0,0,0
Contra Costa,Citrus & Subtropical,2007,0,0,0
Contra Costa,Citrus & Subtropical,2008,0,0,0
Del Norte,Citrus & Subtropical,1998,0,0,0
Del Norte,Citrus & Subtropical,1999,0,0,0
Del Norte,Citrus & Subtropical,2000,0,0,0
Del Norte,Citrus & Subtropical,2001,0,0,0
Del Norte,Citrus & Subtropical,2002,0,0,0
Del Norte,Citrus & Subtropical,2003,0,0,0
Del Norte,Citrus & Subtropical,2004,0,0,0
Del Norte,Citrus & Subtropical,2005,0,0,0
Del Norte,Citrus & Subtropical,2006,0,0,0
Del Norte,Citrus & Subtropical,2007,0,0,0
Del Norte,Citrus & Subtropical,2008,0,0,0
Del Norte,Citrus & Subtropical,2009,0,0,0
Del Norte,Citrus & Subtropical,2010,0,0,0
Del Norte,Citrus & Subtropical,2011,0,0,0
Del Norte,Citrus & Subtropical,2012,0,0,0
Del Norte,Citrus & Subtropical,2013,0,0,0
Del Norte,Citrus & Subtropical,2014,0,0,0
Del Norte,Citrus & Subtropical,2015,0,0,0
Humboldt,Citrus & Subtropical,1998,0,0,0
Humboldt,Citrus & Subtropical,1999,0,0,0
Humboldt,Citrus & Subtropical,2000,0,0,0
Humboldt,Citrus & Subtropical,2001,0,0,0
Humboldt,Citrus & Subtropical,2003,0,0,0
Humboldt,Citrus & Subtropical,2004,0,0,0
Humboldt,Citrus & Subtropical,2005,0,0,0
Humboldt,Citrus & Subtropical,2006,0,0,0
Humboldt,Citrus & Subtropical,2007,0,0,0
Humboldt,Citrus & Subtropical,2008,0,0,0
Humboldt,Citrus & Subtropical,2009,0,0,0
Humboldt,Citrus & Subtropical,2010,0,0,0
Humboldt,Citrus & Subtropical,2011,0,0,0
Humboldt,Citrus & Subtropical,2012,0,0,0
Humboldt,Citrus & Subtropical,2013,0,0,0
Humboldt,Citrus & Subtropical,2014,0,0,0
Humboldt,Citrus & Subtropical,2015,0,0,0
Kern,Citrus & Subtropical,2011,0,0,0
Kern,Citrus & Subtropical,2012,0,0,0
Kern,Citrus & Subtropical,2013,4.08,0,0
Kern,Citrus & Subtropical,2014,0,0,0
Kern,Citrus & Subtropical,2015,0,0,0
Lake,Citrus & Subtropical,1998,0,0,0
Lake,Citrus & Subtropical,1999,0,0,0
Lake,Citrus & Subtropical,2000,0,0,0
Lake,Citrus & Subtropical,2001,0,0,0
Lake,Citrus & Subtropical,2002,0,0,0
Lake,Citrus & Subtropical,2003,0,0,0
Lake,Citrus & Subtropical,2004,0,0,0
Lake,Citrus & Subtropical,2005,0,0,0
Lassen,Citrus & Subtropical,1998,0,0,0
Lassen,Citrus & Subtropical,1999,0,0,0
Lassen,Citrus & Subtropical,2000,0,0,0
Lassen,Citrus & Subtropical,2001,0,0,0
Lassen,Citrus & Subtropical,2002,0,0,0
Lassen,Citrus & Subtropical,2003,0,0,0
Lassen,Citrus & Subtropical,2004,0,0,0
Lassen,Citrus & Subtropical,2005,0,0,0
Lassen,Citrus & Subtropical,2006,0,0,0
Lassen,Citrus & Subtropical,2007,0,0,0
Lassen,Citrus & Subtropical,2008,0,0,0
Lassen,Citrus & Subtropical,2010,0,0,0
Lassen,Citrus & Subtropical,2011,0,0,0
Lassen,Citrus & Subtropical,2012,0,0,0
Lassen,Citrus & Subtropical,2013,0,0,0
Lassen,Citrus & Subtropical,2014,0,0,0
Lassen,Citrus & Subtropical,2015,0,0,0
Madera,Citrus & Subtropical,2009,3.54,0,0
Marin,Citrus & Subtropical,2009,2.43,0,0
Mariposa,Citrus & Subtropical,1998,0,0,0
Mariposa,Citrus & Subtropical,1999,0,0,0
Mariposa,Citrus & Subtropical,2000,0,0,0
Mariposa,Citrus & Subtropical,2001,0,0,0
Mariposa,Citrus & Subtropical,2002,0,0,0
Mariposa,Citrus & Subtropical,2003,0,0,0
Mariposa,Citrus & Subtropical,2004,0,0,0
Mariposa,Citrus & Subtropical,2005,0,0,0
Mariposa,Citrus & Subtropical,2006,0,0,0
Mariposa,Citrus & Subtropical,2007,0,0,0
Mariposa,Citrus & Subtropical,2008,0,0,0
Mariposa,Citrus & Subtropical,2010,0,0,0
Mariposa,Citrus & Subtropical,2011,0,0,0
Mariposa,Citrus & Subtropical,2012,0,0,0
Mariposa,Citrus & Subtropical,2013,0,0,0
Mariposa,Citrus & Subtropical,2014,0,0,0
Mariposa,Citrus & Subtropical,2015,0,0,0
Mendocino,Citrus & Subtropical,1998,0,0,0
Mendocino,Citrus & Subtropical,1999,0,0,0
Mendocino,Citrus & Subtropical,2000,0,0,0
Mendocino,Citrus & Subtropical,2001,0,0,0
Mendocino,Citrus & Subtropical,2011,0,0,0
Mendocino,Citrus & Subtropical,2012,0,0,0
Mendocino,Citrus & Subtropical,2013,0,0,0
Mendocino,Citrus & Subtropical,2014,0,0,0
Mendocino,Citrus & Subtropical,2015,0,0,0
Modoc,Citrus & Subtropical,1998,0,0,0
Modoc,Citrus & Subtropical,1999,0,0,0
Modoc,Citrus & Subtropical,2000,0,0,0
Modoc,Citrus & Subtropical,2001,0,0,0
Modoc,Citrus & Subtropical,2002,0,0,0
Modoc,Citrus & Subtropical,2003,0,0,0
Modoc,Citrus & Subtropical,2004,0,0,0
Modoc,Citrus & Subtropical,2005,0,0,0
Modoc,Citrus & Subtropical,2006,0,0,0
Modoc,Citrus & Subtropical,2007,0,0,0
Modoc,Citrus & Subtropical,2008,0,0,0
Modoc,Citrus & Subtropical,2010,0,0,0
Modoc,Citrus & Subtropical,2011,0,0,0
Modoc,Citrus & Subtropical,2012,0,0,0
Modoc,Citrus & Subtropical,2013,0,0,0
Modoc,Citrus & Subtropical,2014,0,0,0
Modoc,Citrus & Subtropical,2015,0,0,0
Mono,Citrus & Subtropical,1998,0,0,0
Mono,Citrus & Subtropical,1999,0,0,0
Mono,Citrus & Subtropical,2000,0,0,0
Mono,Citrus & Subtropical,2001,0,0,0
Mono,Citrus & Subtropical,2002,0,0,0
Mono,Citrus & Subtropical,2003,0,0,0
Mono,Citrus & Subtropical,2004,0,0,0
Mono,Citrus & Subtropical,2005,0,0,0
Mono,Citrus & Subtropical,2006,0,0,0
Mono,Citrus & Subtropical,2007,0,0,0
Mono,Citrus & Subtropical,2008,0,0,0
Mono,Citrus & Subtropical,2010,0,0,0
Mono,Citrus & Subtropical,2011,0,0,0
Mono,Citrus & Subtropical,2011,0,0,0
Mono,Citrus & Subtropical,2012,0,0,0
Mono,Citrus & Subtropical,2012,0,0,0
Mono,Citrus & Subtropical,2013,4.5,0,0
Mono,Citrus & Subtropical,2013,0,0,0
Mono,Citrus & Subtropical,2014,0,0,0
Mono,Citrus & Subtropical,2014,0,0,0
Mono,Citrus & Subtropical,2015,0,0,0
Mono,Citrus & Subtropical,2015,0,0,0
Napa,Citrus & Subtropical,1998,0,0,0
Napa,Citrus & Subtropical,2000,0,0,0
Napa,Citrus & Subtropical,2001,0,0,0
Napa,Citrus & Subtropical,2009,2.39,0,0
Nevada,Citrus & Subtropical,1998,0,0,0
Nevada,Citrus & Subtropical,1999,0,0,0
Nevada,Citrus & Subtropical,2000,0,0,0
Nevada,Citrus & Subtropical,2001,0,0,0
Nevada,Citrus & Subtropical,2002,0,0,0
Nevada,Citrus & Subtropical,2003,0,0,0
Nevada,Citrus & Subtropical,2004,0,0,0
Nevada,Citrus & Subtropical,2005,0,0,0
Nevada,Citrus & Subtropical,2006,0,0,0
Nevada,Citrus & Subtropical,2007,0,0,0
Nevada,Citrus & Subtropical,2008,0,0,0
Nevada,Citrus & Subtropical,2010,0,0,0
Nevada,Citrus & Subtropical,2011,0,0,0
Nevada,Citrus & Subtropical,2012,0,0,0
Nevada,Citrus & Subtropical,2013,0,0,0
Nevada,Citrus & Subtropical,2014,0,0,0
Nevada,Citrus & Subtropical,2015,0,0,0
Plumas,Citrus & Subtropical,1998,0,0,0
Plumas,Citrus & Subtropical,1999,0,0,0
Plumas,Citrus & Subtropical,2000,0,0,0
Plumas,Citrus & Subtropical,2001,0,0,0
Plumas,Citrus & Subtropical,2002,0,0,0
Plumas,Citrus & Subtropical,2003,0,0,0
Plumas,Citrus & Subtropical,2004,0,0,0
Plumas,Citrus & Subtropical,2005,0,0,0
Plumas,Citrus & Subtropical,2006,0,0,0
Plumas,Citrus & Subtropical,2007,0,0,0
Plumas,Citrus & Subtropical,2008,0,0,0
Plumas,Citrus & Subtropical,2010,0,0,0
Plumas,Citrus & Subtropical,2011,0,0,0
Plumas,Citrus & Subtropical,2012,0,0,0
Plumas,Citrus & Subtropical,2013,0,0,0
Plumas,Citrus & Subtropical,2014,0,0,0
Plumas,Citrus & Subtropical,2015,0,0,0
Sacramento,Citrus & Subtropical,1998,0,0,0
Sacramento,Citrus & Subtropical,1999,0,0,0
San Benito,Citrus & Subtropical,1998,0,0,0
San Benito,Citrus & Subtropical,1999,0,0,0
San Benito,Citrus & Subtropical,2000,0,0,0
San Benito,Citrus & Subtropical,2001,0,0,0
San Benito,Citrus & Subtropical,2002,0,0,0
San Benito,Citrus & Subtropical,2003,0,0,0
San Benito,Citrus & Subtropical,2004,0,0,0
San Benito,Citrus & Subtropical,2005,0,0,0
San Francisco,Citrus & Subtropical,1998,0,0,0
San Francisco,Citrus & Subtropical,1999,0,0,0
San Francisco,Citrus & Subtropical,2000,0,0,0
San Francisco,Citrus & Subtropical,2001,0,0,0
San Joaquin,Citrus & Subtropical,2006,0,0,0
San Luis Obispo,Citrus & Subtropical,2009,2.96,0,0
San Mateo,Citrus & Subtropical,1998,0,0,0
San Mateo,Citrus & Subtropical,1999,0,0,0
San Mateo,Citrus & Subtropical,2000,0,0,0
San Mateo,Citrus & Subtropical,2001,0,0,0
San Mateo,Citrus & Subtropical,2008,0,0,0
Santa Clara,Citrus & Subtropical,1998,0,0,0
Santa Clara,Citrus & Subtropical,1999,0,0,0
Santa Clara,Citrus & Subtropical,2000,0,0,0
Santa Clara,Citrus & Subtropical,2001,0,0,0
Santa Clara,Citrus & Subtropical,2002,0,0,0
Santa Clara,Citrus & Subtropical,2003,0,0,0
Santa Clara,Citrus & Subtropical,2004,0,0,0
Santa Clara,Citrus & Subtropical,2005,0,0,0
Santa Clara,Citrus & Subtropical,2006,0,0,0
Santa Clara,Citrus & Subtropical,2007,0,0,0
Santa Clara,Citrus & Subtropical,2008,0,0,0
Santa Clara,Citrus & Subtropical,2009,0,0,0
Santa Cruz,Citrus & Subtropical,1998,0,0,0
Santa Cruz,Citrus & Subtropical,1999,0,0,0
Santa Cruz,Citrus & Subtropical,2000,0,0,0
Santa Cruz,Citrus & Subtropical,2001,0,0,0
Santa Cruz,Citrus & Subtropical,2004,0,0,0
Santa Cruz,Citrus & Subtropical,2005,0,0,0
Santa Cruz,Citrus & Subtropical,2006,0,0,0
Santa Cruz,Citrus & Subtropical,2007,0,0,0
Santa Cruz,Citrus & Subtropical,2008,0,0,0
Santa Cruz,Citrus & Subtropical,2011,0,0,0
Santa Cruz,Citrus & Subtropical,2012,0,0,0
Santa Cruz,Citrus & Subtropical,2013,0,0,0
Santa Cruz,Citrus & Subtropical,2014,0,0,0
Santa Cruz,Citrus & Subtropical,2015,0,0,0
Sierra,Citrus & Subtropical,1998,0,0,0
Sierra,Citrus & Subtropical,1999,0,0,0
Sierra,Citrus & Subtropical,2000,0,0,0
Sierra,Citrus & Subtropical,2001,0,0,0
Sierra,Citrus & Subtropical,2002,0,0,0
Sierra,Citrus & Subtropical,2003,0,0,0
Sierra,Citrus & Subtropical,2004,0,0,0
Sierra,Citrus & Subtropical,2005,0,0,0
Sierra,Citrus & Subtropical,2006,0,0,0
Sierra,Citrus & Subtropical,2007,0,0,0
Sierra,Citrus & Subtropical,2008,0,0,0
Sierra,Citrus & Subtropical,2010,0,0,0
Sierra,Citrus & Subtropical,2011,0,0,0
Sierra,Citrus & Subtropical,2011,0,0,0
Sierra,Citrus & Subtropical,2012,0,0,0
Sierra,Citrus & Subtropical,2012,0,0,0
Sierra,Citrus & Subtropical,2013,0,0,0
Sierra,Citrus & Subtropical,2013,0,0,0
Sierra,Citrus & Subtropical,2014,0,0,0
Sierra,Citrus & Subtropical,2014,0,0,0
Sierra,Citrus & Subtropical,2015,0,0,0
Sierra,Citrus & Subtropical,2015,0,0,0
Siskiyou,Citrus & Subtropical,1998,0,0,0
Siskiyou,Citrus & Subtropical,1999,0,0,0
Siskiyou,Citrus & Subtropical,2000,0,0,0
Siskiyou,Citrus & Subtropical,2001,0,0,0
Siskiyou,Citrus & Subtropical,2002,0,0,0
Siskiyou,Citrus & Subtropical,2003,0,0,0
Siskiyou,Citrus & Subtropical,2004,0,0,0
Siskiyou,Citrus & Subtropical,2005,0,0,0
Siskiyou,Citrus & Subtropical,2006,0,0,0
Siskiyou,Citrus & Subtropical,2007,0,0,0
Siskiyou,Citrus & Subtropical,2008,0,0,0
Siskiyou,Citrus & Subtropical,2011,0,0,0
Siskiyou,Citrus & Subtropical,2012,0,0,0
Siskiyou,Citrus & Subtropical,2013,0,0,0
Siskiyou,Citrus & Subtropical,2014,0,0,0
Siskiyou,Citrus & Subtropical,2015,0,0,0
Solano,Citrus & Subtropical,1999,0,0,0
Trinity,Citrus & Subtropical,1998,0,0,0
Trinity,Citrus & Subtropical,1999,0,0,0
Trinity,Citrus & Subtropical,2000,0,0,0
Trinity,Citrus & Subtropical,2001,0,0,0
Trinity,Citrus & Subtropical,2002,0,0,0
Trinity,Citrus & Subtropical,2003,0,0,0
Trinity,Citrus & Subtropical,2004,0,0,0
Trinity,Citrus & Subtropical,2005,0,0,0
Trinity,Citrus & Subtropical,2006,0,0,0
Trinity,Citrus & Subtropical,2007,0,0,0
Trinity,Citrus & Subtropical,2008,0,0,0
Trinity,Citrus & Subtropical,2011,0,0,0
Trinity,Citrus & Subtropical,2012,0,0,0
Trinity,Citrus & Subtropical,2013,0,0,0
Trinity,Citrus & Subtropical,2014,0,0,0
Trinity,Citrus & Subtropical,2015,0,0,0
Tulare,Citrus & Subtropical,2009,3.66,0,0
Tuolumne,Citrus & Subtropical,1998,0,0,0
Tuolumne,Citrus & Subtropical,1999,0,0,0
Tuolumne,Citrus & Subtropical,2000,0,0,0
Tuolumne,Citrus & Subtropical,2001,0,0,0
Tuolumne,Citrus & Subtropical,2002,0,0,0
Tuolumne,Citrus & Subtropical,2003,0,0,0
Tuolumne,Citrus & Subtropical,2004,0,0,0
Tuolumne,Citrus & Subtropical,2005,0,0,0
Tuolumne,Citrus & Subtropical,2006,0,0,0
Tuolumne,Citrus & Subtropical,2007,0,0,0
Tuolumne,Citrus & Subtropical,2008,0,0,0
Tuolumne,Citrus & Subtropical,2009,0,0,0
Tuolumne,Citrus & Subtropical,2010,0,0,0
Yolo,Citrus & Subtropical,2001,0,0,0
Tulare,Corn,2013,2.68,168300,451044
Tulare,Corn,2012,2.65,165900,439635
Tulare,Corn,2008,0,164700,0
Tulare,Corn,2015,2.65,157100,416315
Tulare,Corn,2011,2.45,156600,383670
Tulare,Corn,2006,2.9,150700,436583.1351
Tulare,Corn,2007,3.29,147900,485884.4372
Tulare,Corn,2005,2.9,146200,423740.3134
Tulare,Corn,1998,2.56,134500,344061.7485
Tulare,Corn,2004,3.31,134100,444279.2458
Tulare,Corn,2002,3.24,130000,420962.5711
Tulare,Corn,2003,3.02,129400,390424.7017
Tulare,Corn,1999,2.73,125300,341582.0864
Merced,Corn,2013,2.41,120500,290405
San Joaquin,Corn,2008,3.15,118507,373803.6319
San Joaquin,Corn,2012,1.58,115459,182425.22
Tulare,Corn,2014,2.77,113300,313841
San Joaquin,Corn,2011,1.39,112990,157056.1
San Joaquin,Corn,2013,1.55,112971,175105.05
Tulare,Corn,2001,3.59,111700,400753.4069
Kern,Corn,2008,0,111440,363294.4
Merced,Corn,2015,2.49,110900,276141
Merced,Corn,2014,2.63,110000,289300
Kern,Corn,2007,3.36,108840,365753.4668
San Joaquin,Corn,2007,3.09,108096,333911.1062
Tulare,Corn,2000,3.17,105700,334816.8874
San Joaquin,Corn,2014,1.61,105370,169645.7
Kern,Corn,2009,3.58,103740,371696.0883
Merced,Corn,2008,0,101400,0
San Joaquin,Corn,2001,2.88,101000,291193.3877
Merced,Corn,2011,2.37,99700,236289
Merced,Corn,2012,2.46,99700,245262
San Joaquin,Corn,2005,2.74,99538,272575.5616
Merced,Corn,2010,2.56,98400,251933.8463
San Joaquin,Corn,1998,2.15,98000,211186.3678
San Joaquin,Corn,2000,2.64,95300,251914.1757
San Joaquin,Corn,2002,2.86,93370,266919.3329
San Joaquin,Corn,2003,2.61,92690,242277.2067
San Joaquin,Corn,2015,1.59,92339,146819.01
San Joaquin,Corn,1999,2.69,92200,248409.8732
Kern,Corn,2013,2.49,91200,227088
Merced,Corn,2007,3.07,91200,280248.0907
Kern,Corn,2015,2.47,90900,224523
San Joaquin,Corn,2004,2.67,90723,242126.7136
Stanislaus,Corn,2013,2.39,89800,214622
Kern,Corn,2011,2.25,87900,197775
Stanislaus,Corn,2011,2.2,87700,192940
