County,Crop,Year,AW (acre-ft/acre),Total Land (Irrigated Crop Area in acres),AW,,,,,,,,,,,,,,,,,,
Mono ,Vineyard,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Monterey,Grain,2000,0.44,6800,3000,,,,,,,,,,,,,,,,,,
Monterey,Rice,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Monterey,Cotton,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Monterey,Sugar Beets,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Monterey,Corn,2000,1.73,100,173.3333333,,,,,,,,,,,,,,,,,,
Monterey,Dry Beans,2000,1.71,2700,4606.666667,,,,,,,,,,,,,,,,,,
Monterey,Safflower,2000,1.50,300,450,,,,,,,,,,,,,,,,,,
Monterey,Other Field,2000,1.69,100,169.2307692,,,,,,,,,,,,,,,,,,
Monterey,Alfalfa,2000,4.02,600,2414.285714,,,,,,,,,,,,,,,,,,
Monterey,Pasture,2000,3.86,200,771.4285714,,,,,,,,,,,,,,,,,,
Monterey,Tomato Processing,2000,2.40,200,480,,,,,,,,,,,,,,,,,,
Monterey,Tomato Fresh,2000,2.07,1400,2893.333333,,,,,,,,,,,,,,,,,,
Monterey,Cucurbits,2000,1.08,2200,2384.615385,,,,,,,,,,,,,,,,,,
Monterey,Onions & Garlic,2000,3.16,3400,10732.38095,,,,,,,,,,,,,,,,,,
Monterey,Potatoes,2000,2.62,100,261.5384615,,,,,,,,,,,,,,,,,,
Monterey,Truck Crops,2000,1.60,255000,407056.3093,,,,,,,,,,,,,,,,,,
Monterey, Almonds & Pistachios,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Monterey, Other Deciduous,2000,2.28,500,1137.5,,,,,,,,,,,,,,,,,,
Monterey, Citrus & Subtropical,2000,1.21,1500,1811.111111,,,,,,,,,,,,,,,,,,
Monterey,Vineyard,2000,1.92,43800,83922.63158,,,,,,,,,,,,,,,,,,
Napa,Grain,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Rice,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Cotton,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Sugar Beets,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Corn,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Dry Beans,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Safflower,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Other Field,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Alfalfa,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Pasture,2000,4.63,400,1852.022059,,,,,,,,,,,,,,,,,,
Napa,Tomato Processing,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Tomato Fresh,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Cucurbits,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Onions & Garlic,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Potatoes,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Truck Crops,2000,2.24,300,671.0526316,,,,,,,,,,,,,,,,,,
Napa, Almonds & Pistachios,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa, Other Deciduous,2000,2.77,200,554.0540541,,,,,,,,,,,,,,,,,,
Napa, Citrus & Subtropical,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Napa,Vineyard,2000,1.11,36200,40312.5,,,,,,,,,,,,,,,,,,
Nevada,Grain,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Rice,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Cotton,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Sugar Beets,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Corn,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Dry Beans,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Safflower,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Other Field,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Alfalfa,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Pasture,2000,4.51,8600,38746.4986,,,,,,,,,,,,,,,,,,
Nevada,Tomato Processing,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Tomato Fresh,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Cucurbits,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Onions & Garlic,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Potatoes,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Truck Crops,2000,3.14,100,313.9534884,,,,,,,,,,,,,,,,,,
Nevada, Almonds & Pistachios,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada, Other Deciduous,2000,3.38,300,1014.705882,,,,,,,,,,,,,,,,,,
Nevada, Citrus & Subtropical,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Nevada,Vineyard,2000,1.63,300,487.5,,,,,,,,,,,,,,,,,,
Orange,Grain,2000,1.72,140,240.625,,,,,,,,,,,,,,,,,,
Orange,Rice,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Cotton,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Sugar Beets,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Corn,2000,2.00,200,400,,,,,,,,,,,,,,,,,,
Orange,Dry Beans,2000,1.56,620,968.75,,,,,,,,,,,,,,,,,,
Orange,Safflower,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Other Field,2000,1.76,160,282.3529412,,,,,,,,,,,,,,,,,,
Orange,Alfalfa,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Pasture,2000,4.83,390,1885,,,,,,,,,,,,,,,,,,
Orange,Tomato Processing,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Tomato Fresh,2000,2.00,900,1800,,,,,,,,,,,,,,,,,,
Orange,Cucurbits,2000,1.44,560,806.5934066,,,,,,,,,,,,,,,,,,
Orange,Onions & Garlic,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Potatoes,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange,Truck Crops,2000,1.71,6200,10615.38462,,,,,,,,,,,,,,,,,,
Orange, Almonds & Pistachios,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Orange, Other Deciduous,2000,3.33,40,133.3333333,,,,,,,,,,,,,,,,,,
Orange, Citrus & Subtropical,2000,3.47,2440,8458.666667,,,,,,,,,,,,,,,,,,
Orange,Vineyard,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Grain,2000,0.90,1200,1074.626866,,,,,,,,,,,,,,,,,,
Placer,Rice,2000,5.54,15800,87464.28571,,,,,,,,,,,,,,,,,,
Placer,Cotton,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Sugar Beets,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Corn,2000,3.04,900,2739.130435,,,,,,,,,,,,,,,,,,
Placer,Dry Beans,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Safflower,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Other Field,2000,2.65,600,1588.235294,,,,,,,,,,,,,,,,,,
Placer,Alfalfa,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Pasture,2000,5.45,18600,101448.8796,,,,,,,,,,,,,,,,,,
Placer,Tomato Processing,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Tomato Fresh,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Cucurbits,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Onions & Garlic,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Potatoes,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer,Truck Crops,2000,2.90,300,869.5652174,,,,,,,,,,,,,,,,,,
Placer, Almonds & Pistachios,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Placer, Other Deciduous,2000,4.10,2000,8192.016807,,,,,,,,,,,,,,,,,,
Placer, Citrus & Subtropical,2000,3.29,200,658.496732,,,,,,,,,,,,,,,,,,
Placer,Vineyard,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Grain,2000,1.33,500,666.6666667,,,,,,,,,,,,,,,,,,
Plumas,Rice,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Cotton,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Sugar Beets,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Corn,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Dry Beans,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Safflower,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Other Field,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Alfalfa,2000,2.67,5300,14133.33333,,,,,,,,,,,,,,,,,,
Plumas,Pasture,2000,2.64,27000,71250,,,,,,,,,,,,,,,,,,
Plumas,Tomato Processing,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Tomato Fresh,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Cucurbits,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Onions & Garlic,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Potatoes,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Truck Crops,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas, Almonds & Pistachios,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas, Other Deciduous,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas, Citrus & Subtropical,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Plumas,Vineyard,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Riverside,Grain,2000,9.09,17400,158235.3147,,,,,,,,,,,,,,,,,,
Riverside,Rice,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Riverside,Cotton,2000,5.83,15800,92166.66667,,,,,,,,,,,,,,,,,,
Riverside,Sugar Beets,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Riverside,Corn,2000,3.20,4450,14222.09101,,,,,,,,,,,,,,,,,,
Riverside,Dry Beans,2000,2.10,400,841.8584497,,,,,,,,,,,,,,,,,,
Riverside,Safflower,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Riverside,Other Field,2000,2.68,6920,18523.86555,,,,,,,,,,,,,,,,,,
Riverside,Alfalfa,2000,6.18,64820,400736.031,,,,,,,,,,,,,,,,,,
Riverside,Pasture,2000,5.64,11420,64356.37363,,,,,,,,,,,,,,,,,,
Riverside,Tomato Processing,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Riverside,Tomato Fresh,2000,3.60,670,2414.285714,,,,,,,,,,,,,,,,,,
Riverside,Cucurbits,2000,3.94,10150,40019.7861,,,,,,,,,,,,,,,,,,
Riverside,Onions & Garlic,2000,3.40,3280,11163.40165,,,,,,,,,,,,,,,,,,
Riverside,Potatoes,2000,2.30,4530,10416.17647,,,,,,,,,,,,,,,,,,
Riverside,Truck Crops,2000,3.46,29420,101667.4725,,,,,,,,,,,,,,,,,,
Riverside, Almonds & Pistachios,2000,3.70,30,110.9589041,,,,,,,,,,,,,,,,,,
Riverside, Other Deciduous,2000,4.28,710,3037.914414,,,,,,,,,,,,,,,,,,
Riverside, Citrus & Subtropical,2000,4.86,48250,234291.2378,,,,,,,,,,,,,,,,,,
Riverside,Vineyard,2000,2.23,18260,40797.89474,,,,,,,,,,,,,,,,,,
Sacramento ,Grain,2000,1.19,16900,20078.89126,,,,,,,,,,,,,,,,,,
Sacramento ,Rice,2000,5.57,10100,56232.14286,,,,,,,,,,,,,,,,,,
Sacramento ,Cotton,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Sacramento ,Sugar Beets,2000,4.18,2700,11294.11765,,,,,,,,,,,,,,,,,,
Sacramento ,Corn,2000,3.04,38700,117478.2609,,,,,,,,,,,,,,,,,,
Sacramento ,Dry Beans,2000,2.72,700,1902.262443,,,,,,,,,,,,,,,,,,
Sacramento ,Safflower,2000,0.64,6900,4423.076923,,,,,,,,,,,,,,,,,,
Sacramento ,Other Field,2000,2.74,5100,13949.54751,,,,,,,,,,,,,,,,,,
Sacramento ,Alfalfa,2000,5.59,6900,38558.82353,,,,,,,,,,,,,,,,,,
Sacramento ,Pasture,2000,6.13,30300,185625,,,,,,,,,,,,,,,,,,
Sacramento ,Tomato Processing,2000,3.16,4800,15144.92754,,,,,,,,,,,,,,,,,,
Sacramento ,Tomato Fresh,2000,3.01,400,1202.898551,,,,,,,,,,,,,,,,,,
Sacramento ,Cucurbits,2000,1.79,600,1074.626866,,,,,,,,,,,,,,,,,,
Sacramento ,Onions & Garlic,2000,4.63,100,462.6865672,,,,,,,,,,,,,,,,,,
Sacramento ,Potatoes,2000,2.96,600,1774.647887,,,,,,,,,,,,,,,,,,
Sacramento ,Truck Crops,2000,3.22,2800,9008.198444,,,,,,,,,,,,,,,,,,
Sacramento , Almonds & Pistachios,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Sacramento , Other Deciduous,2000,4.44,8200,36414.28571,,,,,,,,,,,,,,,,,,
Sacramento , Citrus & Subtropical,2000,3.77,200,753.7815126,,,,,,,,,,,,,,,,,,
Sacramento ,Vineyard,2000,2.13,25100,53337.5,,,,,,,,,,,,,,,,,,
San Benito,Grain,2000,0.82,3900,3214.285714,,,,,,,,,,,,,,,,,,
San Benito,Rice,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito,Cotton,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito,Sugar Beets,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito,Corn,2000,2.46,600,1476.923077,,,,,,,,,,,,,,,,,,
San Benito,Dry Beans,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito,Safflower,2000,1.20,300,360,,,,,,,,,,,,,,,,,,
San Benito,Other Field,2000,2.28,600,1368.131868,,,,,,,,,,,,,,,,,,
San Benito,Alfalfa,2000,3.29,1200,3945.205479,,,,,,,,,,,,,,,,,,
San Benito,Pasture,2000,3.35,1000,3348.214286,,,,,,,,,,,,,,,,,,
San Benito,Tomato Processing,2000,2.53,900,2280,,,,,,,,,,,,,,,,,,
San Benito,Tomato Fresh,2000,2.35,300,705.8823529,,,,,,,,,,,,,,,,,,
San Benito,Cucurbits,2000,1.38,900,1246.153846,,,,,,,,,,,,,,,,,,
San Benito,Onions & Garlic,2000,2.14,1300,2785.714286,,,,,,,,,,,,,,,,,,
San Benito,Potatoes,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito,Truck Crops,2000,1.99,19600,39085.71429,,,,,,,,,,,,,,,,,,
San Benito, Almonds & Pistachios,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito, Other Deciduous,2000,3.23,5800,18745,,,,,,,,,,,,,,,,,,
San Benito, Citrus & Subtropical,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Benito,Vineyard,2000,1.88,2600,4875,,,,,,,,,,,,,,,,,,
San Bernandino ,Grain,2000,2.39,2480,5919.986861,,,,,,,,,,,,,,,,,,
San Bernandino ,Rice,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Bernandino ,Cotton,2000,5.00,1560,7800,,,,,,,,,,,,,,,,,,
San Bernandino ,Sugar Beets,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Bernandino ,Corn,2000,2.65,100,264.7058824,,,,,,,,,,,,,,,,,,
San Bernandino ,Dry Beans,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Bernandino ,Safflower,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Bernandino ,Other Field,2000,2.28,2020,4607.672185,,,,,,,,,,,,,,,,,,
San Bernandino ,Alfalfa,2000,6.38,15020,95902.03175,,,,,,,,,,,,,,,,,,
San Bernandino ,Pasture,2000,5.60,5050,28261.31868,,,,,,,,,,,,,,,,,,
San Bernandino ,Tomato Processing,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Bernandino ,Tomato Fresh,2000,2.14,10,21.42857143,,,,,,,,,,,,,,,,,,
San Bernandino ,Cucurbits,2000,1.97,120,236.3636364,,,,,,,,,,,,,,,,,,
San Bernandino ,Onions & Garlic,2000,3.69,50,184.6153846,,,,,,,,,,,,,,,,,,
San Bernandino ,Potatoes,2000,2.77,40,110.7692308,,,,,,,,,,,,,,,,,,
San Bernandino ,Truck Crops,2000,2.61,3010,7847.912088,,,,,,,,,,,,,,,,,,
San Bernandino , Almonds & Pistachios,2000,5.57,300,1671.428571,,,,,,,,,,,,,,,,,,
San Bernandino , Other Deciduous,2000,4.81,870,4184.716243,,,,,,,,,,,,,,,,,,
San Bernandino , Citrus & Subtropical,2000,4.31,5880,25360.76712,,,,,,,,,,,,,,,,,,
San Bernandino ,Vineyard,2000,1.82,3450,6279.72973,,,,,,,,,,,,,,,,,,
San Diego ,Grain,2000,1.64,600,981.8181818,,,,,,,,,,,,,,,,,,
San Diego ,Rice,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Diego ,Cotton,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Diego ,Sugar Beets,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Diego ,Corn,2000,2.21,430,948.5294118,,,,,,,,,,,,,,,,,,
San Diego ,Dry Beans,2000,1.54,160,246.1538462,,,,,,,,,,,,,,,,,,
San Diego ,Safflower,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Diego ,Other Field,2000,1.54,70,107.6923077,,,,,,,,,,,,,,,,,,
San Diego ,Alfalfa,2000,5.14,100,514.2857143,,,,,,,,,,,,,,,,,,
San Diego ,Pasture,2000,4.70,3040,14277.97235,,,,,,,,,,,,,,,,,,
San Diego ,Tomato Processing,2000,2.31,400,923.0769231,,,,,,,,,,,,,,,,,,
San Diego ,Tomato Fresh,2000,2.00,3860,7720,,,,,,,,,,,,,,,,,,
San Diego ,Cucurbits,2000,1.44,1410,2031.428571,,,,,,,,,,,,,,,,,,
San Diego ,Onions & Garlic,2000,2.00,100,200,,,,,,,,,,,,,,,,,,
San Diego ,Potatoes,2000,2.77,940,2600,,,,,,,,,,,,,,,,,,
San Diego ,Truck Crops,2000,2.20,10510,23170.98901,,,,,,,,,,,,,,,,,,
San Diego , Almonds & Pistachios,2000,3.73,10,37.33333333,,,,,,,,,,,,,,,,,,
San Diego , Other Deciduous,2000,3.65,1350,4925.675676,,,,,,,,,,,,,,,,,,
San Diego , Citrus & Subtropical,2000,3.47,49670,172121.2973,,,,,,,,,,,,,,,,,,
San Diego ,Vineyard,2000,1.37,170,232.8767123,,,,,,,,,,,,,,,,,,
San Francisco,Grain,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Rice,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Cotton,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Sugar Beets,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Corn,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Dry Beans,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Safflower,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Other Field,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Alfalfa,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Pasture,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Tomato Processing,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Tomato Fresh,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Cucurbits,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Onions & Garlic,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Potatoes,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Truck Crops,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco, Almonds & Pistachios,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco, Other Deciduous,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco, Citrus & Subtropical,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Francisco,Vineyard,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Joaquin,Grain,2000,0.86,43900,37948.40085,,,,,,,,,,,,,,,,,,
San Joaquin,Rice,2000,5.00,6300,31500,,,,,,,,,,,,,,,,,,
San Joaquin,Cotton,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Joaquin,Sugar Beets,2000,4.12,6500,26750,,,,,,,,,,,,,,,,,,
San Joaquin,Corn,2000,2.64,95300,251914.1757,,,,,,,,,,,,,,,,,,
San Joaquin,Dry Beans,2000,2.37,20000,47482.83582,,,,,,,,,,,,,,,,,,
San Joaquin,Safflower,2000,1.28,8800,11256.41026,,,,,,,,,,,,,,,,,,
San Joaquin,Other Field,2000,3.45,2100,7236.509759,,,,,,,,,,,,,,,,,,
San Joaquin,Alfalfa,2000,5.23,52100,272329.8319,,,,,,,,,,,,,,,,,,
San Joaquin,Pasture,2000,5.40,23000,124156.25,,,,,,,,,,,,,,,,,,
San Joaquin,Tomato Processing,2000,3.04,40400,122869.5652,,,,,,,,,,,,,,,,,,
San Joaquin,Tomato Fresh,2000,2.29,10800,24710.14493,,,,,,,,,,,,,,,,,,
San Joaquin,Cucurbits,2000,2.05,7900,16208.53479,,,,,,,,,,,,,,,,,,
San Joaquin,Onions & Garlic,2000,2.35,1700,4002.312382,,,,,,,,,,,,,,,,,,
San Joaquin,Potatoes,2000,3.10,3300,10225.35211,,,,,,,,,,,,,,,,,,
San Joaquin,Truck Crops,2000,2.89,24900,71907.92516,,,,,,,,,,,,,,,,,,
San Joaquin, Almonds & Pistachios,2000,3.65,40300,147005.3637,,,,,,,,,,,,,,,,,,
San Joaquin, Other Deciduous,2000,3.71,67300,249471.4286,,,,,,,,,,,,,,,,,,
San Joaquin, Citrus & Subtropical,2000,3.45,300,1034.453782,,,,,,,,,,,,,,,,,,
San Joaquin,Vineyard,2000,1.41,84700,119212.5,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Grain,2000,1.08,2040,2205.865385,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Rice,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Cotton,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Sugar Beets,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Corn,2000,1.51,140,212.0559955,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Dry Beans,2000,1.16,140,163.003166,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Safflower,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Other Field,2000,2.04,130,264.6166428,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Alfalfa,2000,4.77,3660,17463.36419,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Pasture,2000,3.95,2830,11189.24409,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Tomato Processing,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Tomato Fresh,2000,1.91,120,229.4117647,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Cucurbits,2000,0.85,990,845.9944683,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Onions & Garlic,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Potatoes,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Truck Crops,2000,1.39,39890,55597.24815,,,,,,,,,,,,,,,,,,
San Luis Obispo , Almonds & Pistachios,2000,4.10,150,615.4440154,,,,,,,,,,,,,,,,,,
San Luis Obispo , Other Deciduous,2000,4.27,3410,14560.71627,,,,,,,,,,,,,,,,,,
San Luis Obispo , Citrus & Subtropical,2000,2.69,3110,8361.569254,,,,,,,,,,,,,,,,,,
San Luis Obispo ,Vineyard,2000,0.98,25780,25320.57273,,,,,,,,,,,,,,,,,,
San Mateo ,Grain,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Mateo ,Rice,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Mateo ,Cotton,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Mateo ,Sugar Beets,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Mateo ,Corn,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Mateo ,Dry Beans,2000,0.63,200,125,,,,,,,,,,,,,,,,,,
San Mateo ,Safflower,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Mateo ,Other Field,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Mateo ,Alfalfa,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Mateo ,Pasture,2000,2.35,100,234.5679012,,,,,,,,,,,,,,,,,,
San Mateo ,Tomato Processing,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Mateo ,Tomato Fresh,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Mateo ,Cucurbits,2000,0.88,200,175,,,,,,,,,,,,,,,,,,
San Mateo ,Onions & Garlic,2000,1.69,200,337.5,,,,,,,,,,,,,,,,,,
San Mateo ,Potatoes,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Mateo ,Truck Crops,2000,1.38,2700,3712.5,,,,,,,,,,,,,,,,,,
San Mateo , Almonds & Pistachios,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Mateo , Other Deciduous,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Mateo , Citrus & Subtropical,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
San Mateo ,Vineyard,2000,0.75,100,75,,,,,,,,,,,,,,,,,,
Santa Barbara,Grain,2000,1.32,3760,4953.75848,,,,,,,,,,,,,,,,,,
Santa Barbara,Rice,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Santa Barbara,Cotton,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Santa Barbara,Sugar Beets,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Santa Barbara,Corn,2000,1.20,950,1141.564903,,,,,,,,,,,,,,,,,,
Santa Barbara,Dry Beans,2000,1.02,1780,1811.158574,,,,,,,,,,,,,,,,,,
Santa Barbara,Safflower,2000,0.00,0,0,,,,,,,,,,,,,,,,,,
Santa Barbara,Other Field,2000,3.24,520,1684.057971,,,,,,,,,,,,,,,,,,
Santa Barbara,Alfalfa,2000,5.05,2460,12431.96078,,,,,,,,,,,,,,,,,,
Santa Barbara,Pasture,2000,2.52,4420,11152.30067,,,,,,,,,,,,,,,,,,
Santa Barbara,Tomato Processing,2000,2.03,50,101.5625,,,,,,,,,,,,,,,,,,
Santa Barbara,Tomato Fresh,2000,1.58,600,948.8633754,,,,,,,,,,,,,,,,,,
Santa Barbara,Cucurbits,2000,0.87,1790,1551.743065,,,,,,,,,,,,,,,,,,
Santa Barbara,Onions & Garlic,2000,3.38,300,1014.705882,,,,,,,,,,,,,,,,,,
Santa Barbara,Potatoes,2000,2.52,80,201.6991963,,,,,,,,,,,,,,,,,,
Santa Barbara,Truck Crops,2000,1.03,81480,84222.84334,,,,,,,,,,,,,,,,,,
