County,Crop,Year,AW (acre-ft/acre),Total Land (Irrigated Crop Area in acres),AW,,,,,,,,,,,,,,,,,,
El dorado, Alfalfa,2014,0,0,0,,,,,,,,,,,,,,,,,,
El dorado,Pasture,2014,4.04,926,3741.04,,,,,,,,,,,,,,,,,,
El dorado,Tomato Processing,2014,0,0,0,,,,,,,,,,,,,,,,,,
El dorado,Tomato Fresh,2014,0,0,0,,,,,,,,,,,,,,,,,,
El dorado,Cucurbits,2014,0,0,0,,,,,,,,,,,,,,,,,,
El dorado, Onions & Garlic,2014,0,0,0,,,,,,,,,,,,,,,,,,
El dorado, Potatoes,2014,0,0,0,,,,,,,,,,,,,,,,,,
El dorado,Truck Crops,2014,2.34,257,601.38,,,,,,,,,,,,,,,,,,
El dorado, Almonds & Pistachios,2014,0,0,0,,,,,,,,,,,,,,,,,,
El dorado, Other Deciduous,2014,3.69,1219,4498.11,,,,,,,,,,,,,,,,,,
El dorado, Citrus & Subtropical,2014,3.32,52,172.64,,,,,,,,,,,,,,,,,,
El dorado, Vineyard,2014,2.5,2664,6660,,,,,,,,,,,,,,,,,,
Yolo ,Grain,2014,1.2,40148,48177.6,,,,,,,,,,,,,,,,,,
Yolo ,Rice,2014,3.06,11738,35918.28,,,,,,,,,,,,,,,,,,
Yolo ,Cotton,2014,0,0,0,,,,,,,,,,,,,,,,,,
Yolo ,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
Yolo ,Corn,2014,2.33,2637,6144.21,,,,,,,,,,,,,,,,,,
Yolo ,Dry Beans,2014,1.79,188,336.52,,,,,,,,,,,,,,,,,,
Yolo , Safflower,2014,1.44,5867,8448.48,,,,,,,,,,,,,,,,,,
Yolo ,Other Field Crops,2014,2.28,14660,33424.8,,,,,,,,,,,,,,,,,,
Yolo , Alfalfa,2014,4.04,27784,112247.36,,,,,,,,,,,,,,,,,,
Yolo ,Pasture,2014,4.83,13058,63070.14,,,,,,,,,,,,,,,,,,
Yolo ,Tomato Processing,2014,2.9,25319,73425.1,,,,,,,,,,,,,,,,,,
Yolo ,Tomato Fresh,2014,2.46,231,568.26,,,,,,,,,,,,,,,,,,
Yolo ,Cucurbits,2014,3.25,2839,9226.75,,,,,,,,,,,,,,,,,,
Yolo , Onions & Garlic,2014,4.92,1209,5948.28,,,,,,,,,,,,,,,,,,
Yolo , Potatoes,2014,0,0,0,,,,,,,,,,,,,,,,,,
Yolo ,Truck Crops,2014,2.89,3151,9106.39,,,,,,,,,,,,,,,,,,
Yolo , Almonds & Pistachios,2014,4.05,11147,45145.35,,,,,,,,,,,,,,,,,,
Yolo , Other Deciduous,2014,3.94,15720,61936.8,,,,,,,,,,,,,,,,,,
Yolo , Citrus & Subtropical,2014,3.15,1769,5572.35,,,,,,,,,,,,,,,,,,
Yolo , Vineyard,2014,2.53,14553,36819.09,,,,,,,,,,,,,,,,,,
Sutter,Grain,2014,0.95,11451,10878.45,,,,,,,,,,,,,,,,,,
Sutter,Rice,2014,3,80232,240696,,,,,,,,,,,,,,,,,,
Sutter,Cotton,2014,2.77,405,1121.85,,,,,,,,,,,,,,,,,,
Sutter,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
Sutter,Corn,2014,2.45,11266,27601.7,,,,,,,,,,,,,,,,,,
Sutter,Dry Beans,2014,2.26,8774,19829.24,,,,,,,,,,,,,,,,,,
Sutter, Safflower,2014,2.16,2574,5559.84,,,,,,,,,,,,,,,,,,
Sutter,Other Field Crops,2014,2.23,11045,24630.35,,,,,,,,,,,,,,,,,,
Sutter, Alfalfa,2014,4.14,5667,23461.38,,,,,,,,,,,,,,,,,,
Sutter,Pasture,2014,4.63,10050,46531.5,,,,,,,,,,,,,,,,,,
Sutter,Tomato Processing,2014,2.9,9999,28997.1,,,,,,,,,,,,,,,,,,
Sutter,Tomato Fresh,2014,0,0,0,,,,,,,,,,,,,,,,,,
Sutter,Cucurbits,2014,2.74,1617,4430.58,,,,,,,,,,,,,,,,,,
Sutter, Onions & Garlic,2014,3.69,79,291.51,,,,,,,,,,,,,,,,,,
Sutter, Potatoes,2014,0,0,0,,,,,,,,,,,,,,,,,,
Sutter,Truck Crops,2014,2.5,1216,3040,,,,,,,,,,,,,,,,,,
Sutter, Almonds & Pistachios,2014,4.43,8384,37141.12,,,,,,,,,,,,,,,,,,
Sutter, Other Deciduous,2014,4.08,65872,268757.76,,,,,,,,,,,,,,,,,,
Sutter, Citrus & Subtropical,2014,3.06,1300,3978,,,,,,,,,,,,,,,,,,
Sutter, Vineyard,2014,3,172,516,,,,,,,,,,,,,,,,,,
Sacramento ,Grain,2014,1.07,28095,30061.65,,,,,,,,,,,,,,,,,,
Sacramento ,Rice,2014,3.07,8656,26573.92,,,,,,,,,,,,,,,,,,
Sacramento ,Cotton,2014,0,0,0,,,,,,,,,,,,,,,,,,
Sacramento ,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
Sacramento ,Corn,2014,2.21,28499,62982.79,,,,,,,,,,,,,,,,,,
Sacramento ,Dry Beans,2014,2.16,571,1233.36,,,,,,,,,,,,,,,,,,
Sacramento , Safflower,2014,1.41,1317,1856.97,,,,,,,,,,,,,,,,,,
Sacramento ,Other Field Crops,2014,2.41,3334,8034.94,,,,,,,,,,,,,,,,,,
Sacramento , Alfalfa,2014,4.12,14393,59299.16,,,,,,,,,,,,,,,,,,
Sacramento ,Pasture,2014,4.79,24579,117733.41,,,,,,,,,,,,,,,,,,
Sacramento ,Tomato Processing,2014,2.9,3856,11182.4,,,,,,,,,,,,,,,,,,
Sacramento ,Tomato Fresh,2014,0,0,0,,,,,,,,,,,,,,,,,,
Sacramento ,Cucurbits,2014,2.36,1053,2485.08,,,,,,,,,,,,,,,,,,
Sacramento , Onions & Garlic,2014,3.61,112,404.32,,,,,,,,,,,,,,,,,,
Sacramento , Potatoes,2014,3.18,615,1955.7,,,,,,,,,,,,,,,,,,
Sacramento ,Truck Crops,2014,2.51,1926,4834.26,,,,,,,,,,,,,,,,,,
Sacramento , Almonds & Pistachios,2014,4.04,460,1858.4,,,,,,,,,,,,,,,,,,
Sacramento , Other Deciduous,2014,3.71,7814,28989.94,,,,,,,,,,,,,,,,,,
Sacramento , Citrus & Subtropical,2014,3.49,85,296.65,,,,,,,,,,,,,,,,,,
Sacramento , Vineyard,2014,2.61,31096,81160.56,,,,,,,,,,,,,,,,,,
Amador,Grain,2014,0,0,0,,,,,,,,,,,,,,,,,,
Amador,Rice,2014,0,0,0,,,,,,,,,,,,,,,,,,
Amador,Cotton,2014,0,0,0,,,,,,,,,,,,,,,,,,
Amador,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
Amador,Corn,2014,2.65,43,113.95,,,,,,,,,,,,,,,,,,
Amador,Dry Beans,2014,0,0,0,,,,,,,,,,,,,,,,,,
Amador, Safflower,2014,1.81,185,334.85,,,,,,,,,,,,,,,,,,
Amador,Other Field Crops,2014,0,0,0,,,,,,,,,,,,,,,,,,
Amador, Alfalfa,2014,4.28,451,1930.28,,,,,,,,,,,,,,,,,,
Amador,Pasture,2014,4.73,2050,9696.5,,,,,,,,,,,,,,,,,,
Amador,Tomato Processing,2014,0,0,0,,,,,,,,,,,,,,,,,,
Amador,Tomato Fresh,2014,0,0,0,,,,,,,,,,,,,,,,,,
Amador,Cucurbits,2014,0,0,0,,,,,,,,,,,,,,,,,,
Amador, Onions & Garlic,2014,0,0,0,,,,,,,,,,,,,,,,,,
Amador, Potatoes,2014,0,0,0,,,,,,,,,,,,,,,,,,
Amador,Truck Crops,2014,4.12,4,16.48,,,,,,,,,,,,,,,,,,
Amador, Almonds & Pistachios,2014,0,0,0,,,,,,,,,,,,,,,,,,
Amador, Other Deciduous,2014,4.1,319,1307.9,,,,,,,,,,,,,,,,,,
Amador, Citrus & Subtropical,2014,2.99,20,59.8,,,,,,,,,,,,,,,,,,
Amador, Vineyard,2014,2.68,3899,10449.32,,,,,,,,,,,,,,,,,,
Calaveras,Grain,2014,0.93,112,104.16,,,,,,,,,,,,,,,,,,
Calaveras,Rice,2014,0,0,0,,,,,,,,,,,,,,,,,,
Calaveras,Cotton,2014,0,0,0,,,,,,,,,,,,,,,,,,
Calaveras,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
Calaveras,Corn,2014,0,0,0,,,,,,,,,,,,,,,,,,
Calaveras,Dry Beans,2014,0,0,0,,,,,,,,,,,,,,,,,,
Calaveras, Safflower,2014,0,0,0,,,,,,,,,,,,,,,,,,
Calaveras,Other Field Crops,2014,0,0,0,,,,,,,,,,,,,,,,,,
Calaveras, Alfalfa,2014,0,0,0,,,,,,,,,,,,,,,,,,
Calaveras,Pasture,2014,4.68,1303,6098.04,,,,,,,,,,,,,,,,,,
Calaveras,Tomato Processing,2014,0,0,0,,,,,,,,,,,,,,,,,,
Calaveras,Tomato Fresh,2014,0,0,0,,,,,,,,,,,,,,,,,,
Calaveras,Cucurbits,2014,0,0,0,,,,,,,,,,,,,,,,,,
Calaveras, Onions & Garlic,2014,0,0,0,,,,,,,,,,,,,,,,,,
Calaveras, Potatoes,2014,0,0,0,,,,,,,,,,,,,,,,,,
Calaveras,Truck Crops,2014,3.7,62,229.4,,,,,,,,,,,,,,,,,,
Calaveras, Almonds & Pistachios,2014,4.69,22,103.18,,,,,,,,,,,,,,,,,,
Calaveras, Other Deciduous,2014,3.7,879,3252.3,,,,,,,,,,,,,,,,,,
Calaveras, Citrus & Subtropical,2014,3.13,260,813.8,,,,,,,,,,,,,,,,,,
Calaveras, Vineyard,2014,1.58,931,1470.98,,,,,,,,,,,,,,,,,,
San Joaquin ,Grain,2014,0.13,23786,3092.18,,,,,,,,,,,,,,,,,,
San Joaquin ,Rice,2014,3.09,3401,10509.09,,,,,,,,,,,,,,,,,,
San Joaquin ,Cotton,2014,2.75,78,214.5,,,,,,,,,,,,,,,,,,
San Joaquin ,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
San Joaquin ,Corn,2014,1.61,105370,169645.7,,,,,,,,,,,,,,,,,,
San Joaquin ,Dry Beans,2014,1.54,11800,18172,,,,,,,,,,,,,,,,,,
San Joaquin , Safflower,2014,1.12,3171,3551.52,,,,,,,,,,,,,,,,,,
San Joaquin ,Other Field Crops,2014,3.03,869,2633.07,,,,,,,,,,,,,,,,,,
San Joaquin , Alfalfa,2014,4.3,57701,248114.3,,,,,,,,,,,,,,,,,,
San Joaquin ,Pasture,2014,4.65,14501,67429.65,,,,,,,,,,,,,,,,,,
San Joaquin ,Tomato Processing,2014,1.84,37799,69550.16,,,,,,,,,,,,,,,,,,
San Joaquin ,Tomato Fresh,2014,0,0,0,,,,,,,,,,,,,,,,,,
San Joaquin ,Cucurbits,2014,1.85,9198,17016.3,,,,,,,,,,,,,,,,,,
San Joaquin , Onions & Garlic,2014,1.32,1580,2085.6,,,,,,,,,,,,,,,,,,
San Joaquin , Potatoes,2014,1.71,3740,6395.4,,,,,,,,,,,,,,,,,,
San Joaquin ,Truck Crops,2014,2.54,11145,28308.3,,,,,,,,,,,,,,,,,,
San Joaquin , Almonds & Pistachios,2014,4.2,59353,249282.6,,,,,,,,,,,,,,,,,,
San Joaquin , Other Deciduous,2014,4.14,88969,368331.66,,,,,,,,,,,,,,,,,,
San Joaquin , Citrus & Subtropical,2014,3.12,3860,12043.2,,,,,,,,,,,,,,,,,,
San Joaquin , Vineyard,2014,2.78,102000,283560,,,,,,,,,,,,,,,,,,
Alpine,Grain,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine,Rice,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine,Cotton,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine,Corn,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine,Dry Beans,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine, Safflower,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine,Other Field Crops,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine, Alfalfa,2014,2.94,281,826.14,,,,,,,,,,,,,,,,,,
Alpine,Pasture,2014,3.37,3438,11586.06,,,,,,,,,,,,,,,,,,
Alpine,Tomato Processing,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine,Tomato Fresh,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine,Cucurbits,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine, Onions & Garlic,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine, Potatoes,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine,Truck Crops,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine, Almonds & Pistachios,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine, Other Deciduous,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine, Citrus & Subtropical,2014,0,0,0,,,,,,,,,,,,,,,,,,
Alpine, Vineyard,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne,Grain,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne,Rice,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne,Cotton,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne,Corn,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne,Dry Beans,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne, Safflower,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne,Other Field Crops,2014,2.63,19,49.97,,,,,,,,,,,,,,,,,,
Tuolumne, Alfalfa,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne,Pasture,2014,4.63,1084,5018.92,,,,,,,,,,,,,,,,,,
Tuolumne,Tomato Processing,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne,Tomato Fresh,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne,Cucurbits,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne, Onions & Garlic,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne, Potatoes,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne,Truck Crops,2014,3.86,50,193,,,,,,,,,,,,,,,,,,
Tuolumne, Almonds & Pistachios,2014,0,0,0,,,,,,,,,,,,,,,,,,
Tuolumne, Other Deciduous,2014,3.8,248,942.4,,,,,,,,,,,,,,,,,,
Tuolumne, Citrus & Subtropical,2014,3.15,7,22.05,,,,,,,,,,,,,,,,,,
Tuolumne, Vineyard,2014,3.47,86,298.42,,,,,,,,,,,,,,,,,,
Mono ,Grain,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono ,Rice,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono ,Cotton,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono ,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono ,Corn,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono ,Dry Beans,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono , Safflower,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono ,Other Field Crops,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono , Alfalfa,2014,3.27,2115,6916.05,,,,,,,,,,,,,,,,,,
Mono ,Pasture,2014,3.31,23607,78139.17,,,,,,,,,,,,,,,,,,
Mono ,Tomato Processing,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono ,Tomato Fresh,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono ,Cucurbits,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono , Onions & Garlic,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono , Potatoes,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono ,Truck Crops,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono , Almonds & Pistachios,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono , Other Deciduous,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono , Citrus & Subtropical,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mono , Vineyard,2014,0,0,0,,,,,,,,,,,,,,,,,,
Monterey,Grain,2014,1.27,800,1016,,,,,,,,,,,,,,,,,,
Monterey,Rice,2014,0,0,0,,,,,,,,,,,,,,,,,,
Monterey,Cotton,2014,0,0,0,,,,,,,,,,,,,,,,,,
Monterey,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
Monterey,Corn,2014,0,0,0,,,,,,,,,,,,,,,,,,
Monterey,Dry Beans,2014,1.47,2400,3528,,,,,,,,,,,,,,,,,,
Monterey, Safflower,2014,0,0,0,,,,,,,,,,,,,,,,,,
Monterey,Other Field Crops,2014,2.77,200,554,,,,,,,,,,,,,,,,,,
Monterey, Alfalfa,2014,4.58,100,458,,,,,,,,,,,,,,,,,,
Monterey,Pasture,2014,4.15,900,3735,,,,,,,,,,,,,,,,,,
Monterey,Tomato Processing,2014,0,0,0,,,,,,,,,,,,,,,,,,
Monterey,Tomato Fresh,2014,1.4,600,840,,,,,,,,,,,,,,,,,,
Monterey,Cucurbits,2014,1.06,300,318,,,,,,,,,,,,,,,,,,
Monterey, Onions & Garlic,2014,2.83,3500,9905,,,,,,,,,,,,,,,,,,
Monterey, Potatoes,2014,2.19,400,876,,,,,,,,,,,,,,,,,,
Monterey,Truck Crops,2014,1.2,294600,353520,,,,,,,,,,,,,,,,,,
Monterey, Almonds & Pistachios,2014,0,0,0,,,,,,,,,,,,,,,,,,
Monterey, Other Deciduous,2014,0,0,0,,,,,,,,,,,,,,,,,,
Monterey, Citrus & Subtropical,2014,3.62,1500,5430,,,,,,,,,,,,,,,,,,
Monterey, Vineyard,2014,2.38,48500,115430,,,,,,,,,,,,,,,,,,
San Benito,Grain,2014,0,0,0,,,,,,,,,,,,,,,,,,
San Benito,Rice,2014,0,0,0,,,,,,,,,,,,,,,,,,
San Benito,Cotton,2014,0,0,0,,,,,,,,,,,,,,,,,,
San Benito,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
San Benito,Corn,2014,1.87,200,374,,,,,,,,,,,,,,,,,,
San Benito,Dry Beans,2014,0,0,0,,,,,,,,,,,,,,,,,,
San Benito, Safflower,2014,0,0,0,,,,,,,,,,,,,,,,,,
San Benito,Other Field Crops,2014,2.64,1000,2640,,,,,,,,,,,,,,,,,,
San Benito, Alfalfa,2014,4,200,800,,,,,,,,,,,,,,,,,,
San Benito,Pasture,2014,4.44,400,1776,,,,,,,,,,,,,,,,,,
San Benito,Tomato Processing,2014,1.95,1100,2145,,,,,,,,,,,,,,,,,,
San Benito,Tomato Fresh,2014,1.56,600,936,,,,,,,,,,,,,,,,,,
San Benito,Cucurbits,2014,2.69,500,1345,,,,,,,,,,,,,,,,,,
San Benito, Onions & Garlic,2014,1.35,900,1215,,,,,,,,,,,,,,,,,,
San Benito, Potatoes,2014,0,0,0,,,,,,,,,,,,,,,,,,
San Benito,Truck Crops,2014,1.24,22300,27652,,,,,,,,,,,,,,,,,,
San Benito, Almonds & Pistachios,2014,0,0,0,,,,,,,,,,,,,,,,,,
San Benito, Other Deciduous,2014,2.92,2800,8176,,,,,,,,,,,,,,,,,,
San Benito, Citrus & Subtropical,2014,2.73,100,273,,,,,,,,,,,,,,,,,,
San Benito, Vineyard,2014,2.54,4300,10922,,,,,,,,,,,,,,,,,,
Santa Cruz,Grain,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz,Rice,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz,Cotton,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz,Corn,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz,Dry Beans,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz, Safflower,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz,Other Field Crops,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz, Alfalfa,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz,Pasture,2014,3.17,700,2219,,,,,,,,,,,,,,,,,,
Santa Cruz,Tomato Processing,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz,Tomato Fresh,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz,Cucurbits,2014,1.01,400,404,,,,,,,,,,,,,,,,,,
Santa Cruz, Onions & Garlic,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz, Potatoes,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz,Truck Crops,2014,0.98,14600,14308,,,,,,,,,,,,,,,,,,
Santa Cruz, Almonds & Pistachios,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz, Other Deciduous,2014,2.24,2200,4928,,,,,,,,,,,,,,,,,,
Santa Cruz, Citrus & Subtropical,2014,0,0,0,,,,,,,,,,,,,,,,,,
Santa Cruz, Vineyard,2014,1.73,600,1038,,,,,,,,,,,,,,,,,,
Stanislaus,Grain,2014,0.78,66100,51558,,,,,,,,,,,,,,,,,,
Stanislaus,Rice,2014,4.46,900,4014,,,,,,,,,,,,,,,,,,
Stanislaus,Cotton,2014,0,0,0,,,,,,,,,,,,,,,,,,
Stanislaus,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
Stanislaus,Corn,2014,2.55,87300,222615,,,,,,,,,,,,,,,,,,
Stanislaus,Dry Beans,2014,2.2,9200,20240,,,,,,,,,,,,,,,,,,
Stanislaus, Safflower,2014,2.36,200,472,,,,,,,,,,,,,,,,,,
Stanislaus,Other Field Crops,2014,3.35,6600,22110,,,,,,,,,,,,,,,,,,
Stanislaus, Alfalfa,2014,5.29,28200,149178,,,,,,,,,,,,,,,,,,
Stanislaus,Pasture,2014,5.77,31300,180601,,,,,,,,,,,,,,,,,,
Stanislaus,Tomato Processing,2014,2.92,14200,41464,,,,,,,,,,,,,,,,,,
Stanislaus,Tomato Fresh,2014,1.79,700,1253,,,,,,,,,,,,,,,,,,
Stanislaus,Cucurbits,2014,2.77,3400,9418,,,,,,,,,,,,,,,,,,
Stanislaus, Onions & Garlic,2014,0,0,0,,,,,,,,,,,,,,,,,,
Stanislaus, Potatoes,2014,0,0,0,,,,,,,,,,,,,,,,,,
Stanislaus,Truck Crops,2014,1.08,16500,17820,,,,,,,,,,,,,,,,,,
Stanislaus, Almonds & Pistachios,2014,4.81,158100,760461,,,,,,,,,,,,,,,,,,
Stanislaus, Other Deciduous,2014,4.55,51100,232505,,,,,,,,,,,,,,,,,,
Stanislaus, Citrus & Subtropical,2014,3.98,900,3582,,,,,,,,,,,,,,,,,,
Stanislaus, Vineyard,2014,3.17,11900,37723,,,,,,,,,,,,,,,,,,
Mariposa,Grain,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Rice,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Cotton,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Corn,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Dry Beans,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa, Safflower,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Other Field Crops,2014,3.1,600,1860,,,,,,,,,,,,,,,,,,
Mariposa, Alfalfa,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Pasture,2014,5.43,400,2172,,,,,,,,,,,,,,,,,,
Mariposa,Tomato Processing,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Tomato Fresh,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Cucurbits,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa, Onions & Garlic,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa, Potatoes,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa,Truck Crops,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa, Almonds & Pistachios,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa, Other Deciduous,2014,3.97,100,397,,,,,,,,,,,,,,,,,,
Mariposa, Citrus & Subtropical,2014,0,0,0,,,,,,,,,,,,,,,,,,
Mariposa, Vineyard,2014,2.94,100,294,,,,,,,,,,,,,,,,,,
Merced,Grain,2014,0.89,102700,91403,,,,,,,,,,,,,,,,,,
Merced,Rice,2014,0,0,0,,,,,,,,,,,,,,,,,,
Merced,Cotton,2014,3.74,34700,129778,,,,,,,,,,,,,,,,,,
Merced,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
Merced,Corn,2014,2.63,110000,289300,,,,,,,,,,,,,,,,,,
Merced,Dry Beans,2014,2.23,700,1561,,,,,,,,,,,,,,,,,,
Merced, Safflower,2014,0,0,0,,,,,,,,,,,,,,,,,,
Merced,Other Field Crops,2014,3.21,13300,42693,,,,,,,,,,,,,,,,,,
Merced, Alfalfa,2014,5.66,81300,460158,,,,,,,,,,,,,,,,,,
Merced,Pasture,2014,6.04,24000,144960,,,,,,,,,,,,,,,,,,
Merced,Tomato Processing,2014,2.59,22100,57239,,,,,,,,,,,,,,,,,,
Merced,Tomato Fresh,2014,1.85,8200,15170,,,,,,,,,,,,,,,,,,
Merced,Cucurbits,2014,2.74,7500,20550,,,,,,,,,,,,,,,,,,
Merced, Onions & Garlic,2014,0,0,0,,,,,,,,,,,,,,,,,,
Merced, Potatoes,2014,1.73,100,173,,,,,,,,,,,,,,,,,,
Merced,Truck Crops,2014,0.99,27200,26928,,,,,,,,,,,,,,,,,,
Merced, Almonds & Pistachios,2014,4.76,105800,503608,,,,,,,,,,,,,,,,,,
Merced, Other Deciduous,2014,4.56,13400,61104,,,,,,,,,,,,,,,,,,
Merced, Citrus & Subtropical,2014,3.71,800,2968,,,,,,,,,,,,,,,,,,
Merced, Vineyard,2014,3.37,11800,39766,,,,,,,,,,,,,,,,,,
Madera,Grain,2014,0.55,23100,12705,,,,,,,,,,,,,,,,,,
Madera,Rice,2014,0,0,0,,,,,,,,,,,,,,,,,,
Madera,Cotton,2014,3.7,700,2590,,,,,,,,,,,,,,,,,,
Madera,Sugar Beets,2014,0,0,0,,,,,,,,,,,,,,,,,,
Madera,Corn,2014,2.67,18000,48060,,,,,,,,,,,,,,,,,,
Madera,Dry Beans,2014,0,0,0,,,,,,,,,,,,,,,,,,
Madera, Safflower,2014,2.73,200,546,,,,,,,,,,,,,,,,,,
Madera,Other Field Crops,2014,3.54,2200,7788,,,,,,,,,,,,,,,,,,
Madera, Alfalfa,2014,5.82,15500,90210,,,,,,,,,,,,,,,,,,
Madera,Pasture,2014,6.3,1500,9450,,,,,,,,,,,,,,,,,,
Madera,Tomato Processing,2014,2.83,5400,15282,,,,,,,,,,,,,,,,,,
Madera,Tomato Fresh,2014,0,0,0,,,,,,,,,,,,,,,,,,
Madera,Cucurbits,2014,0,0,0,,,,,,,,,,,,,,,,,,
Madera, Onions & Garlic,2014,0,0,0,,,,,,,,,,,,,,,,,,
Madera, Potatoes,2014,0,0,0,,,,,,,,,,,,,,,,,,
Madera,Truck Crops,2014,1.98,2200,4356,,,,,,,,,,,,,,,,,,
Madera, Almonds & Pistachios,2014,4.82,131500,633830,,,,,,,,,,,,,,,,,,
Madera, Other Deciduous,2014,4.81,17600,84656,,,,,,,,,,,,,,,,,,
Madera, Citrus & Subtropical,2014,4.26,3300,14058,,,,,,,,,,,,,,,,,,
Madera, Vineyard,2014,3.7,68100,251970,,,,,,,,,,,,,,,,,,
